Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
53 ; Frau ; Prof. ; Dana ; Brandenburger ; 1.1.1933 ; Am Ziegelofen 16 ; 72532 ; Gomadingen ; 07385 / 45863705 ; 0178 / 2870311 ; 07385 / 95448770 ; dana.brandenburger@mail.xyz ; ja
54 ; Frau ; Dr. ; Sina ; Elsner ; 14.2.1949 ; Nerzweg 138 ; 84435 ; Lengdorf ; 08083 / 51225569 ; 0155 / 2416574 ; 08083 / 33881150 ; s.elsner@mail.xyz ; ja
55 ; Herr ; Dr. ; David ; Petersen ; 19.7.1921 ; Kanalstr. 79 ; 09249 ; Taura ; 03724 / 66339988 ; 0165 / 2981169 ; 03724 / 60258307 ; david.petersen@mail.xyz ; ja
56 ; Herr ; Dr. ; Jean ; Marks ; 22.12.1929 ; Am Römerhof 176 ; 09931 ; Marlishausen ; 03628 / 18051407 ; 0159 / 1024795 ; 03628 / 74707158 ; jean.marks@mail.xyz ; ja
57 ; Frau ; Prof. ; Alexa ; Griffin ; 21.10.1943 ; Eifelstr. 24 ; 76707 ; Hambrücken ; 07255 / 25606916 ; 0155 / 2448096 ; 07255 / 50314826 ; alexa.griffin@mail.xyz ; ja
58 ; Frau ; Dr. ; Inga ; Demmler ; 15.4.1998 ; Dreizehnerstr. 142a ; 54497 ; Horath ; 06504 / 54022808 ; 0159 / 1446102 ; 06504 / 65468969 ; i.demmler@mail.xyz ; ja
59 ; Frau ; Prof. ; Katrin ; Taubert ; 27.7.1981 ; Kleiner Griechenmarkt 106 ; 21394 ; Südergellersen ; 04131 / 43119948 ; 0167 / 8122746 ; 04131 / 35673004 ; katrin.taubert@mail.xyz ; ja
60 ; Frau ; Prof. ; Maya ; Fey ; 20.9.1937 ; Hansaring 9 ; 31623 ; Drakenburg ; 05024 / 67401072 ; 0161 / 7552997 ; 05024 / 68279566 ; maya.fey@mail.xyz ; ja
61 ; Herr ; Prof. ; Detlef ; Willer ; 15.8.1994 ; Kröver Str. 4 ; 67071 ; Ludwigshafen am Rhein ; 0621 / 90076276 ; 0159 / 5866937 ; 0621 / 17125193 ; d.willer@mail.xyz ; ja
62 ; Frau ; Dr. ; Lena ; Hayes ; 24.3.1998 ; Kreuzstr. 64 ; 71093 ; Weil ; 07157 / 37368793 ; 0167 / 4637671 ; 07157 / 19186315 ; l.hayes@mail.xyz ; ja
63 ; Herr ; Dr. ; Swen ; Wilken ; 15.11.2000 ; Bohlweg 5 ; 56412 ; Horbach ; 02602 / 93513393 ; 0159 / 9374676 ; 02602 / 64713938 ; s.wilken@mail.xyz ; ja
64 ; Herr ; Dr. ; Marko ; Adam ; 11.8.1971 ; Flaßkuhl 162 ; 24885 ; Sieverstedt ; 04603 / 11743837 ; 0160 / 5459967 ; 04603 / 10057576 ; m.adam@mail.xyz ; ja
65 ; Frau ; Prof. ; Brigitte ; Sigmund ; 23.5.1944 ; Heisstr. 185 ; 21514 ; Göttin ; 04547 / 43649126 ; 0178 / 6552647 ; 04547 / 48330904 ; brigitte.sigmund@mail.xyz ; ja
66 ; Herr ; Prof. ; Norbert ; Eckardt ; 25.7.1962 ; Willingrott 24 ; 53119 ; Bonn ; 0228 / 79549126 ; 0155 / 2434390 ; 0228 / 2947461 ; n.eckardt@mail.xyz ; ja
67 ; Herr ; Dr. ; Phillipp ; Hage ; 20.1.1937 ; Hansaring 162 ; 29584 ; Himbergen ; 05828 / 81662383 ; 0151 / 5272766 ; 05828 / 73807631 ; p.hage@mail.xyz ; ja
68 ; Frau ; Dr. ; Felicitas ; Wolff ; 17.8.1945 ; Carossastr. 161 ; 93189 ; Reichenbach ; 09464 / 55440930 ; 0155 / 8531400 ; 09464 / 19179320 ; f.wolff@mail.xyz ; ja
69 ; Herr ; Dr. ; Günter ; Singh ; 26.11.1974 ; Soester Str. 101 ; 80804 ; München ; 089 / 52022467 ; 0156 / 6787281 ; 089 / 36882334 ; g.singh@mail.xyz ; ja
70 ; Frau ; Prof. ; Gisela ; Hafner ; 20.9.1973 ; Johanniterstr. 51 ; 31135 ; Hildesheim ; 05121 / 675472 ; 0160 / 8371066 ; 05121 / 60204981 ; g.hafner@mail.xyz ; ja
71 ; Frau ; Dr. ; Alexandra ; Frisch ; 19.2.1937 ; Rosenplatz 77 ; 24988 ; Oeversee ; 04638 / 18062603 ; 0175 / 3164914 ; 04638 / 53695826 ; a.frisch@mail.xyz ; ja
72 ; Frau ; Dr. ; Catarina ; Volkmann ; 9.12.1994 ; Catharina-Müller-Str. 139 ; 01067 ; Dresden ; 0351 / 17889245 ; 0162 / 2658787 ; 0351 / 76174866 ; catarina.volkmann@mail.xyz ; ja
73 ; Frau ; Dr. ; Emilia ; Knoll ; 22.10.1953 ; Augustastr. 135 ; 49406 ; Barnstorf ; 05442 / 89352743 ; 0175 / 3252716 ; 05442 / 81376435 ; e.knoll@mail.xyz ; ja
74 ; Frau ; Dr. ; Carlotta ; Buse ; 9.6.1964 ; Offenbergstr. 51 ; 54340 ; Klüsserath ; 06502 / 40122699 ; 0171 / 7903579 ; 06502 / 14191315 ; carlotta.buse@mail.xyz ; ja
75 ; Herr ; Dr. ; Bennet ; Byrd ; 28.4.1942 ; Mierendorffstr. 129 ; 73732 ; Esslingen am Neckar ; 0711 / 72860050 ; 0161 / 7392162 ; 0711 / 15263717 ; bennet.byrd@mail.xyz ; ja
76 ; Frau ; Dr. ; Ute ; Reinelt ; 16.1.1958 ; Uhuweg 134 ; 29362 ; Hohne ; 05083 / 77708429 ; 0157 / 7774772 ; 05083 / 13362917 ; u.reinelt@mail.xyz ; ja
77 ; Frau ; Dr. ; Felicitas ; Tappe ; 9.3.1996 ; Wiedehagen 11 ; 86684 ; Holzheim ; 08276 / 79130886 ; 0178 / 8658723 ; 08276 / 95141331 ; f.tappe@mail.xyz ; ja
78 ; Herr ; Prof. ; Ernst ; Reimers ; 14.5.1938 ; Bernhard-Poether-Str. 166 ; 29416 ; Kaulitz ; 03901 / 89421675 ; 0160 / 5650400 ; 03901 / 49626543 ; ernst.reimers@mail.xyz ; ja
79 ; Frau ; Dr. ; Silvia ; Maas ; 12.7.1940 ; Arnheimweg 81 ; 08236 ; Ellefeld ; 03745 / 66593694 ; 0151 / 9743866 ; 03745 / 81629583 ; silvia.maas@mail.xyz ; ja
80 ; Herr ; Dr. ; Gerhardt ; Marquart ; 26.11.1933 ; Weseler Str. 159 ; 25572 ; Aebtissinwisch ; 04825 / 41002388 ; 0178 / 8933184 ; 04825 / 19698077 ; gerhardt.marquart@mail.xyz ; ja
81 ; Frau ; Prof. ; Angela ; Weidemann ; 15.5.1970 ; Ölbergstr. 172 ; 58313 ; Herdecke an der Ruhr ; 02330 / 36841394 ; 0161 / 7613334 ; 02330 / 56490514 ; a.weidemann@mail.xyz ; ja
82 ; Frau ; Prof. ; Kim ; Seidl ; 14.3.1944 ; Röttgensweg 155 ; 08223 ; Neustadt ; 03745 / 13236061 ; 0171 / 8041886 ; 03745 / 94582181 ; k.seidl@mail.xyz ; ja
83 ; Frau ; Dr. ; Sandra ; Haberkorn ; 27.4.1989 ; Merheimer Str. 20 ; 06543 ; Ulzigerode ; 03473 / 85040356 ; 0171 / 6040650 ; 03473 / 51223423 ; sandra.haberkorn@mail.xyz ; ja
84 ; Herr ; Dr. ; Henning ; Jan ; 4.7.1922 ; Nerzweg 173a ; 47137 ; Duisburg ; 0203 / 58612233 ; 0157 / 4860936 ; 0203 / 61985654 ; henning.jan@mail.xyz ; ja
85 ; Herr ; Dr. ; Moritz ; Teschner ; 27.10.2000 ; Langestr. 106 ; 17390 ; Ziethen ; 03971 / 4923755 ; 0172 / 2021025 ; 03971 / 86610686 ; m.teschner@mail.xyz ; ja
86 ; Herr ; Dr. ; Miguel ; Pagel ; 17.8.1928 ; Am Oedingteich 50 ; 56355 ; Endlichhofen ; 06772 / 26842848 ; 0176 / 2633300 ; 06772 / 72535210 ; m.pagel@mail.xyz ; ja
87 ; Herr ; Prof. ; Ben ; Malone ; 19.4.1988 ; Memmertweg 130 ; 97228 ; Rottendorf ; 09302 / 19110874 ; 0156 / 1207418 ; 09302 / 4522332 ; ben.malone@mail.xyz ; ja
88 ; Frau ; Dr. ; Juliana ; Wanke ; 8.4.1982 ; Catharina-Müller-Str. 166 ; 48691 ; Vreden ; 02564 / 3883080 ; 0167 / 7522384 ; 02564 / 74589745 ; juliana.wanke@mail.xyz ; ja
89 ; Herr ; Prof. ; Michel ; Tran ; 13.12.1921 ; Nerzweg 102 ; 54595 ; Weinsheim ; 06551 / 81820264 ; 0163 / 2862654 ; 06551 / 33816045 ; m.tran@mail.xyz ; ja
90 ; Frau ; Dr. ; Lucy ; Schad ; 3.3.1979 ; Königsberger Str. 144 ; 30419 ; Hannover ; 0511 / 74855269 ; 0164 / 5470847 ; 0511 / 5103958 ; l.schad@mail.xyz ; ja
91 ; Herr ; Dr. ; Ricardo ; Brock ; 1.12.1928 ; Gustav-Tweer-Weg 63 ; 84149 ; Velden ; 08742 / 27941164 ; 0174 / 7733547 ; 08742 / 28633038 ; r.brock@mail.xyz ; ja
92 ; Frau ; Dr. ; Helen ; Georg ; 16.12.1992 ; Dorbaumstr. 28 ; 54636 ; Nattenheim ; 06561 / 42612191 ; 0167 / 9903670 ; 06561 / 7946063 ; h.georg@mail.xyz ; ja
93 ; Frau ; Dr. ; Rosa ; Wecker ; 6.12.1995 ; Bernhard-Poether-Str. 139 ; 04299 ; Leipzig ; 0341 / 91554530 ; 0174 / 8006569 ; 0341 / 46881815 ; r.wecker@mail.xyz ; ja
94 ; Frau ; Dr. ; Vanessa ; Löwe ; 18.3.1950 ; Schiffahrter Damm 49 ; 91361 ; Pinzberg ; 09191 / 74231649 ; 0150 / 8631281 ; 09191 / 26680058 ; vanessa.loewe@mail.xyz ; ja
95 ; Frau ; Dr. ; Anastasia ; Bott ; 21.10.1937 ; Merheimer Str. 97 ; 56424 ; Moschheim ; 02602 / 74710010 ; 0178 / 3205303 ; 02602 / 83739680 ; anastasia.bott@mail.xyz ; ja
96 ; Herr ; Dr. ; Lars ; Seibold ; 21.9.1951 ; Breslauer Str. 65 ; 41372 ; Niederkrüchten ; 02163 / 9734912 ; 0152 / 7391342 ; 02163 / 50433899 ; l.seibold@mail.xyz ; ja
97 ; Frau ; Dr. ; Gabriele ; Bad ; 6.4.1931 ; Sporckweg 153 ; 45884 ; Gelsenkirchen ; 0209 / 9872293 ; 0173 / 4332852 ; 0209 / 54128098 ; gabriele.bad@mail.xyz ; ja
98 ; Herr ; Dr. ; Volker ; Joseph ; 9.3.1922 ; Ringelnatzstr. 59 ; 24220 ; Böhnhusen ; 04347 / 68709737 ; 0156 / 2064367 ; 04347 / 18784011 ; volker.joseph@mail.xyz ; ja
99 ; Frau ; Dr. ; Elizabeth ; Crawford ; 23.10.1935 ; Hacklenburg 16 ; 74744 ; Ahorn ; 06296 / 80548837 ; 0175 / 6040362 ; 06296 / 86847129 ; elizabeth.crawford@mail.xyz ; ja
100 ; Herr ; Dr. ; Gerhardt ; Wedemeyer ; 21.9.1990 ; Düsseldorfer Str. 11 ; 76477 ; Elchesheim-Illingen ; 07245 / 41627859 ; 0167 / 6271685 ; 07245 / 20823227 ; gerhardt.wedemeyer@mail.xyz ; ja
101 ; Herr ; Dr. ; Ole ; Lawson ; 27.8.1948 ; Nauheimer Str. 145 ; 57290 ; Neunkirchen ; 02735 / 70104660 ; 0161 / 3683186 ; 02735 / 74478497 ; o.lawson@mail.xyz ; ja
102 ; Herr ; Dr. ; Ferdinand ; Schüssler ; 13.7.1941 ; Stettiner Str. 162 ; 65520 ; Bad Camberg ; 06434 / 96659908 ; 0163 / 9050832 ; 06434 / 78130010 ; f.schuessler@mail.xyz ; ja
103 ; Herr ; Dr. ; Paul ; Cole ; 28.9.1957 ; Magdalenenstr. 94 ; 95192 ; Lichtenberg ; 09288 / 15403164 ; 0175 / 1207259 ; 09288 / 21644657 ; p.cole@mail.xyz ; ja
104 ; Herr ; Dr. ; Carl ; Ferber ; 8.10.1970 ; Kapellenstr. 136 ; 71336 ; Waiblingen ; 07151 / 22847710 ; 0163 / 4508007 ; 07151 / 8589133 ; carl.ferber@mail.xyz ; ja
105 ; Herr ; Dr. ; Elias ; Gerhardt ; 14.8.1998 ; Holunderweg 136 ; 47495 ; Rheinberg ; 02843 / 23454472 ; 0150 / 9856215 ; 02843 / 16211935 ; elias.gerhardt@mail.xyz ; ja
106 ; Frau ; Dr. ; Gerda ; Alvarez ; 7.11.1996 ; Wollinstr. 185 ; 91361 ; Pinzberg ; 09191 / 13812266 ; 0174 / 8066777 ; 09191 / 1367852 ; g.alvarez@mail.xyz ; ja
107 ; Frau ; Prof. ; Jill ; Dixon ; 13.3.2000 ; Zur Wiese 200 ; 74906 ; Bonfeld ; 07066 / 57448505 ; 0151 / 3030997 ; 07066 / 37861200 ; j.dixon@mail.xyz ; ja
108 ; Herr ; Dr. ; Rainer ; Hocke ; 23.4.1959 ; Am Burloh 120 ; 25862 ; Kolkerheide ; 04671 / 47355193 ; 0174 / 1585512 ; 04671 / 96172833 ; r.hocke@mail.xyz ; ja
109 ; Frau ; Prof. ; Leoni ; Poole ; 16.5.1970 ; Nieland 120 ; 25876 ; Ramstedt ; 04841 / 74462090 ; 0150 / 3604016 ; 04841 / 96448362 ; leoni.poole@mail.xyz ; ja
110 ; Herr ; Dr. ; Nicolas ; Aguilar ; 10.2.1954 ; Innsbruckweg 139 ; 86567 ; Hilgertshausen-Tandern ; 08250 / 22342064 ; 0150 / 2652442 ; 08250 / 77522956 ; n.aguilar@mail.xyz ; ja
111 ; Herr ; Dr. ; Leander ; Wahl ; 2.10.1955 ; Catharina-Müller-Str. 184 ; 73344 ; Gruibingen ; 07335 / 19690760 ; 0178 / 5174378 ; 07335 / 59484293 ; leander.wahl@mail.xyz ; ja
112 ; Frau ; Dr. ; Hertha ; Garbe ; 14.2.1939 ; Kanalstr. 80 ; 21368 ; Dahlem ; 05851 / 99422569 ; 0158 / 8702700 ; 05851 / 45895303 ; h.garbe@mail.xyz ; ja
113 ; Frau ; Prof. ; Susanne ; Warnke ; 28.7.1982 ; Westenkamp 127 ; 54619 ; Üttfeld ; 06550 / 34162917 ; 0161 / 5894420 ; 06550 / 16013938 ; susanne.warnke@mail.xyz ; ja
114 ; Herr ; Dr. ; Leif ; May ; 8.11.1973 ; Im Sonnentau 168 ; 31712 ; Niedernwöhren ; 05721 / 36554461 ; 0154 / 2283225 ; 05721 / 60162149 ; l.may@mail.xyz ; ja
115 ; Frau ; Dr. ; Mona ; Fleck ; 16.7.1944 ; Rinscheweg 94 ; 17291 ; Prenzlau ; 03984 / 98711253 ; 0179 / 7132673 ; 03984 / 1307619 ; m.fleck@mail.xyz ; ja
116 ; Herr ; Dr. ; Louis ; Büscher ; 2.2.1986 ; Wollinstr. 3 ; 86932 ; Pürgen ; 08196 / 38780582 ; 0163 / 5925037 ; 08196 / 61051692 ; l.buescher@mail.xyz ; ja
