Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
28 ; Frau ; Dr. ; Jule ; Wolters ; 20.11.1995 ; Dorotheenstr. 87 ; 88079 ; Kressbronn am Bodensee ; 07543 / 12458787 ; 0166 / 8439820 ; 07543 / 31625595 ; jule.wolters@mail.xyz ; ja
29 ; Herr ; Dr. ; John ; Kelly ; 19.6.1968 ; Münzstr. 33 ; 86450 ; Altenmünster ; 08295 / 58071649 ; 0154 / 2329038 ; 08295 / 23676254 ; john.kelly@mail.xyz ; ja
30 ; Frau ; Dr. ; Jaqueline ; Berg ; 24.4.1985 ; Rennbahnstr. 35 ; 42281 ; Wuppertal ; 0202 / 5938834 ; 0166 / 7022834 ; 0202 / 36434471 ; j.berg@mail.xyz ; ja
31 ; Frau ; Dr. ; Irmgard ; Marquard ; 12.4.1927 ; Methweg 51 ; 24629 ; Kisdorf ; 04193 / 9779165 ; 0162 / 2648916 ; 04193 / 29665853 ; i.marquard@mail.xyz ; ja
32 ; Frau ; Prof. ; Regina ; Bishop ; 13.11.1967 ; Neißestr. 89 ; 27327 ; Schwarme ; 04258 / 80541931 ; 0153 / 7198840 ; 04258 / 71898679 ; r.bishop@mail.xyz ; ja
33 ; Frau ; Dr. ; Mara ; Harms ; 20.7.1962 ; Parkallee 13 ; 17089 ; Werder ; 03965 / 21802306 ; 0151 / 4776642 ; 03965 / 817554 ; m.harms@mail.xyz ; ja
34 ; Frau ; Dr. ; Irmgart ; Siegmann ; 11.10.1975 ; Kempener Str. 88 ; 82216 ; Maisach ; 08141 / 17977760 ; 0168 / 7996394 ; 08141 / 34502366 ; i.siegmann@mail.xyz ; ja
35 ; Herr ; Dr. ; Jannis ; Reindl ; 25.3.1972 ; Beuelsweg 64 ; 95463 ; Bindlach ; 09208 / 62503088 ; 0173 / 3137855 ; 09208 / 10897192 ; j.reindl@mail.xyz ; ja
36 ; Frau ; Prof. ; Marianne ; Kummer ; 23.8.1951 ; Piusallee 42a ; 24257 ; Köhn ; 04344 / 78517539 ; 0156 / 6408877 ; 04344 / 10350816 ; marianne.kummer@mail.xyz ; ja
37 ; Herr ; Dr. ; Swen ; Albers ; 27.3.1927 ; Altenhofer Weg 121 ; 26897 ; Hilkenbrook ; 05955 / 52819321 ; 0172 / 2574507 ; 05955 / 43342579 ; swen.albers@mail.xyz ; ja
38 ; Frau ; Dr. ; Anne ; Reichel ; 11.2.1989 ; Breul 160 ; 79336 ; Herbolzheim ; 07643 / 91625801 ; 0165 / 5338606 ; 07643 / 79329047 ; anne.reichel@mail.xyz ; ja
39 ; Herr ; Dr. ; Heinrich ; Gerstner ; 9.10.1983 ; Gustav-Tweer-Weg 84 ; 33647 ; Bielefeld ; 0521 / 32227762 ; 0162 / 3929317 ; 0521 / 64092866 ; heinrich.gerstner@mail.xyz ; ja
40 ; Herr ; Dr. ; Karlo ; Schröter ; 17.4.1981 ; Sanddornweg 152 ; 47059 ; Duisburg ; 0203 / 92047127 ; 0163 / 9086788 ; 0203 / 3728877 ; k.schroeter@mail.xyz ; ja
41 ; Frau ; Prof. ; Hannelore ; Grote ; 28.10.1973 ; Breul 104 ; 53520 ; Winnerath ; 02691 / 50320490 ; 0164 / 5719888 ; 02691 / 27260446 ; hannelore.grote@mail.xyz ; ja
42 ; Frau ; Dr. ; Emely ; Uhlmann ; 11.1.1936 ; Am Krausen Baum 117 ; 56370 ; Gutenacker ; 06486 / 21186424 ; 0176 / 9945293 ; 06486 / 16745786 ; e.uhlmann@mail.xyz ; ja
43 ; Frau ; Prof. ; Fiona ; Wichmann ; 4.10.1953 ; Bernhard-Poether-Str. 50 ; 91077 ; Dormitz ; 09134 / 78931846 ; 0155 / 2622766 ; 09134 / 95253985 ; f.wichmann@mail.xyz ; ja
44 ; Frau ; Dr. ; Jana ; Reisser ; 15.9.1965 ; Von-der-Tinnen-Str. 58 ; 84558 ; Tyrlaching ; 08623 / 71897774 ; 0172 / 3475893 ; 08623 / 51762915 ; j.reisser@mail.xyz ; ja
45 ; Frau ; Dr. ; Annika ; Bruch ; 18.4.1924 ; Buldernweg 131 ; 83646 ; Bad Tölz ; 08041 / 2295182 ; 0173 / 4561960 ; 08041 / 62626309 ; a.bruch@mail.xyz ; ja
46 ; Frau ; Prof. ; Alisa ; Ulrich ; 19.6.1989 ; Immelmannstr. 98 ; 55471 ; Biebern ; 06761 / 3685343 ; 0173 / 4696867 ; 06761 / 41644183 ; alisa.ulrich@mail.xyz ; ja
47 ; Frau ; Dr. ; Rebekka ; Landwehr ; 7.9.1985 ; Rosenplatz 132 ; 21776 ; Wanna ; 04757 / 21803186 ; 0158 / 9883531 ; 04757 / 10816870 ; r.landwehr@mail.xyz ; ja
48 ; Herr ; Dr. ; Gerhardt ; Röder ; 6.12.1969 ; Gremmendorfer Weg 99 ; 36304 ; Alsfeld ; 06631 / 84034743 ; 0153 / 9413323 ; 06631 / 60837176 ; g.roeder@mail.xyz ; ja
49 ; Frau ; Dr. ; Jette ; Kübler ; 14.5.1980 ; Königsberger Str. 91 ; 54518 ; Sehlem ; 06571 / 14387998 ; 0167 / 4951342 ; 06571 / 9623021 ; j.kuebler@mail.xyz ; ja
50 ; Frau ; Prof. ; Lotta ; Gruber ; 24.4.1964 ; Nienkamp 58 ; 58095 ; Hagen ; 02331 / 42798508 ; 0175 / 1295281 ; 02331 / 80396147 ; lotta.gruber@mail.xyz ; ja
51 ; Frau ; Dr. ; Martina ; Wilms ; 12.4.2000 ; Rincklakeweg 67 ; 55758 ; Weiden ; 06785 / 2758851 ; 0172 / 6305367 ; 06785 / 15391791 ; m.wilms@mail.xyz ; ja
52 ; Frau ; Dr. ; Lara ; Heuer ; 22.10.1951 ; Bohlweg 118 ; 73095 ; Albershausen ; 07161 / 41903328 ; 0176 / 3767263 ; 07161 / 22987843 ; lara.heuer@mail.xyz ; ja
53 ; Herr ; Dr. ; Danny ; Henning ; 28.8.1975 ; Altenhofer Weg 50 ; 70176 ; Stuttgart ; 0711 / 83808599 ; 0174 / 3911510 ; 0711 / 24381995 ; d.henning@mail.xyz ; ja
54 ; Frau ; Dr. ; Victoria ; Heckmann ; 23.2.1933 ; Düsseldorfer Str. 169 ; 21398 ; Neetze ; 05850 / 15941711 ; 0174 / 3311273 ; 05850 / 32746777 ; v.heckmann@mail.xyz ; ja
55 ; Herr ; Dr. ; Nicolas ; Gerke ; 25.12.1959 ; Heinrichstr. 50 ; 21376 ; Eyendorf ; 04172 / 41303169 ; 0166 / 2317271 ; 04172 / 69699866 ; n.gerke@mail.xyz ; ja
56 ; Frau ; Prof. ; Kathrin ; Clarke ; 19.6.1950 ; Wormser Str. 3 ; 88074 ; Meckenbeuren ; 07542 / 5381762 ; 0155 / 2404032 ; 07542 / 67772490 ; kathrin.clarke@mail.xyz ; ja
57 ; Frau ; Dr. ; Ann ; Brack ; 28.5.1959 ; Schützenstr. 23 ; 55597 ; Wöllstein ; 06703 / 35870762 ; 0178 / 8826204 ; 06703 / 24944123 ; ann.brack@mail.xyz ; ja
58 ; Herr ; Dr. ; Kristian ; Hamilton ; 27.9.1979 ; Janningsweg 69 ; 54673 ; Berscheid ; 06564 / 43016009 ; 0162 / 5363150 ; 06564 / 50110622 ; kristian.hamilton@mail.xyz ; ja
59 ; Herr ; Dr. ; Günther ; Kahl ; 12.7.1937 ; Dreizehnerstr. 94 ; 35689 ; Dillenburg ; 02771 / 18828220 ; 0156 / 8215655 ; 02771 / 57072560 ; guenther.kahl@mail.xyz ; ja
60 ; Herr ; Dr. ; Can ; Hepp ; 24.9.1949 ; Kochwiesenstr. 126 ; 84095 ; Schatzhofen ; 08708 / 53818289 ; 0152 / 8789400 ; 08708 / 40762586 ; c.hepp@mail.xyz ; ja
61 ; Herr ; Dr. ; Lennart ; Schaper ; 2.12.1963 ; Meesenstiege 189 ; 25557 ; Steenfeld ; 04872 / 78624491 ; 0173 / 2776599 ; 04872 / 42696116 ; lennart.schaper@mail.xyz ; ja
62 ; Herr ; Dr. ; Connor ; Michaelis ; 16.11.1969 ; Cheruskerstr. 82 ; 96272 ; Hochstadt am Main ; 09574 / 24413231 ; 0155 / 7777429 ; 09574 / 22544531 ; connor.michaelis@mail.xyz ; ja
63 ; Frau ; Dr. ; Teresa ; Rettig ; 9.5.1981 ; Röttgensweg 74 ; 67316 ; Carlsberg ; 06356 / 39920491 ; 0160 / 7698113 ; 06356 / 94604941 ; teresa.rettig@mail.xyz ; ja
64 ; Frau ; Dr. ; Anastasia ; Georgi ; 2.4.1982 ; Heisstr. 7 ; 98693 ; Roda ; 03677 / 22499154 ; 0171 / 4695690 ; 03677 / 54350934 ; anastasia.georgi@mail.xyz ; ja
65 ; Frau ; Dr. ; Nike ; Waten ; 26.11.1946 ; Kochwiesenstr. 6 ; 24802 ; Emkendorf ; 04330 / 53929699 ; 0156 / 9977232 ; 04330 / 48961403 ; n.waten@mail.xyz ; ja
66 ; Herr ; Dr. ; Leandro ; Heinemann ; 4.8.1944 ; Zülpicher Str. 47 ; 84435 ; Lengdorf ; 08083 / 75570352 ; 0159 / 8446702 ; 08083 / 36561812 ; l.heinemann@mail.xyz ; ja
67 ; Herr ; Prof. ; Dominik ; Phelps ; 11.4.1978 ; Am Nubbenberg 168 ; 51570 ; Windeck ; 02292 / 20593387 ; 0173 / 8477374 ; 02292 / 38130065 ; d.phelps@mail.xyz ; ja
68 ; Frau ; Dr. ; Marie ; Söllner ; 13.5.1927 ; Norbertstr. 135 ; 86564 ; Brunnen ; 08454 / 20482195 ; 0155 / 9604146 ; 08454 / 21224181 ; m.soellner@mail.xyz ; ja
69 ; Herr ; Dr. ; Matthis ; Neubauer ; 28.8.1994 ; An den Weiden 100 ; 26486 ; Wangeroogebad ; 04469 / 59666677 ; 0157 / 2875373 ; 04469 / 98122436 ; m.neubauer@mail.xyz ; ja
70 ; Herr ; Dr. ; Ralph ; Warner ; 13.2.1980 ; Gildenstr. 194 ; 86983 ; Lechbruck am See ; 08862 / 8608227 ; 0179 / 1169484 ; 08862 / 99658951 ; ralph.warner@mail.xyz ; ja
71 ; Frau ; Dr. ; Cornelia ; Alvarado ; 18.12.1998 ; Offenbergstr. 120 ; 52445 ; Titz ; 02463 / 72097710 ; 0168 / 1532188 ; 02463 / 12671758 ; c.alvarado@mail.xyz ; ja
72 ; Frau ; Dr. ; Monika ; Knorr ; 12.12.1920 ; Hogenbergstr. 86 ; 56412 ; Ruppach-Goldhausen ; 02602 / 2682614 ; 0177 / 7223407 ; 02602 / 35984796 ; monika.knorr@mail.xyz ; ja
73 ; Frau ; Dr. ; Lilly ; Gerner ; 11.5.1984 ; Geiststr. 197 ; 53539 ; Brücktal ; 02692 / 47414481 ; 0152 / 3249136 ; 02692 / 3158016 ; lilly.gerner@mail.xyz ; ja
74 ; Frau ; Dr. ; Louisa ; Weinmann ; 15.8.1951 ; Teutonenstr. 103 ; 63225 ; Langen ; 06103 / 10021962 ; 0169 / 8994602 ; 06103 / 23165518 ; louisa.weinmann@mail.xyz ; ja
75 ; Frau ; Dr. ; Marieke ; Schütz ; 1.12.1925 ; Kreuzstr. 42 ; 90480 ; Nürnberg ; 0911 / 4105743 ; 0168 / 1523142 ; 0911 / 29053224 ; m.schuetz@mail.xyz ; ja
76 ; Frau ; Dr. ; Janina ; Waldmann ; 26.1.1934 ; Düsseldorfer Str. 94 ; 57629 ; Limbach ; 02662 / 58165318 ; 0150 / 5099627 ; 02662 / 56975202 ; janina.waldmann@mail.xyz ; ja
77 ; Frau ; Dr. ; Lotta ; Reinke ; 2.10.1951 ; Zur Wiese 67a ; 27330 ; Asendorf ; 04252 / 32486658 ; 0167 / 5385581 ; 04252 / 69786629 ; lotta.reinke@mail.xyz ; ja
78 ; Frau ; Prof. ; Carin ; Norton ; 20.10.1927 ; Mariendorfer Str. 45 ; 21521 ; Dassendorf ; 04104 / 29428048 ; 0162 / 1915376 ; 04104 / 92658836 ; carin.norton@mail.xyz ; ja
79 ; Herr ; Prof. ; Til ; Stokes ; 18.6.1950 ; Nieland 7 ; 94140 ; Ering ; 08573 / 25287963 ; 0152 / 5034928 ; 08573 / 53044205 ; til.stokes@mail.xyz ; ja
80 ; Frau ; Dr. ; Lucy ; Wade ; 18.4.1936 ; Starweg 143 ; 56355 ; Bettendorf ; 06772 / 51203255 ; 0169 / 1721474 ; 06772 / 10124413 ; lucy.wade@mail.xyz ; ja
81 ; Frau ; Dr. ; Gertrud ; Reichelt ; 15.4.1923 ; Alte Apotheke 71 ; 47137 ; Duisburg ; 0203 / 39139817 ; 0160 / 2464455 ; 0203 / 95135263 ; g.reichelt@mail.xyz ; ja
82 ; Frau ; Dr. ; Diana ; Grau ; 27.2.1942 ; Gremmendorfer Weg 185 ; 56472 ; Fehl-Ritzhausen ; 02661 / 90926306 ; 0155 / 3428609 ; 02661 / 73782925 ; diana.grau@mail.xyz ; ja
83 ; Frau ; Dr. ; Lisa ; Scherer ; 9.4.2000 ; Raesfeldstr. 186 ; 72144 ; Dußlingen ; 07072 / 41058875 ; 0179 / 1752504 ; 07072 / 79258642 ; lisa.scherer@mail.xyz ; ja
84 ; Frau ; Prof. ; Janine ; Abels ; 21.6.1963 ; Dortmunder Str. 21 ; 73660 ; Urbach ; 07181 / 95178337 ; 0165 / 4421165 ; 07181 / 65464217 ; janine.abels@mail.xyz ; ja
85 ; Herr ; Dr. ; Holger ; Puschmann ; 17.6.1922 ; Sophienstr. 189 ; 95508 ; Kulmain ; 09642 / 97304354 ; 0161 / 6317335 ; 09642 / 17919398 ; h.puschmann@mail.xyz ; ja
86 ; Herr ; Dr. ; Carlo ; Balzer ; 22.1.1958 ; Horstmarer Landweg 94 ; 66887 ; Horschbach ; 06381 / 86687542 ; 0150 / 4123582 ; 06381 / 76881588 ; carlo.balzer@mail.xyz ; ja
87 ; Frau ; Prof. ; Kira ; Kron ; 1.2.1946 ; Salzmannstr. 180 ; 96358 ; Teuschnitz ; 09268 / 5414062 ; 0152 / 6549078 ; 09268 / 71528989 ; k.kron@mail.xyz ; ja
88 ; Frau ; Dr. ; Sabine ; Markus ; 8.6.1980 ; Ölbergstr. 194 ; 55270 ; Klein-Winternheim ; 06136 / 26958414 ; 0179 / 6693091 ; 06136 / 58700988 ; s.markus@mail.xyz ; ja
89 ; Herr ; Dr. ; Raphael ; Zeller ; 12.1.1963 ; Möserweg 184a ; 47574 ; Goch ; 02823 / 83683337 ; 0176 / 3435934 ; 02823 / 37818416 ; raphael.zeller@mail.xyz ; ja
90 ; Herr ; Dr. ; Robert ; Fleischer ; 5.8.1961 ; Steinkamp 160 ; 82294 ; Oberschweinbach ; 08145 / 64169752 ; 0176 / 7866016 ; 08145 / 45478432 ; robert.fleischer@mail.xyz ; ja
91 ; Herr ; Dr. ; Conner ; Spindler ; 24.3.1973 ; Stettiner Str. 146 ; 66885 ; Bedesbach ; 06381 / 39985858 ; 0151 / 3058020 ; 06381 / 43763251 ; conner.spindler@mail.xyz ; ja
92 ; Herr ; Dr. ; Heinrich ; Fink ; 26.8.1948 ; Görlitzer Str. 137 ; 37290 ; Meißner ; 05657 / 9900775 ; 0168 / 3568351 ; 05657 / 96863816 ; heinrich.fink@mail.xyz ; ja
93 ; Frau ; Dr. ; Kim ; Kauer ; 3.6.1973 ; Rinscheweg 188 ; 76835 ; Weyher ; 06323 / 13160507 ; 0163 / 8795667 ; 06323 / 91505498 ; kim.kauer@mail.xyz ; ja
94 ; Frau ; Prof. ; Klaudia ; McBride ; 7.9.1993 ; Raesfeldstr. 142 ; 20146 ; Hamburg ; 040 / 44990138 ; 0167 / 8725037 ; 040 / 74485051 ; klaudia.mcbride@mail.xyz ; ja
95 ; Herr ; Prof. ; Lennox ; Potter ; 25.4.1945 ; Widdeshover Weg 119 ; 72351 ; Geislingen ; 07433 / 4828980 ; 0156 / 8807361 ; 07433 / 19073451 ; l.potter@mail.xyz ; ja
96 ; Frau ; Prof. ; Kiara ; Maassen ; 1.1.1998 ; Erikahof 74 ; 56459 ; Willmenrod ; 02663 / 25293951 ; 0152 / 6106225 ; 02663 / 68662269 ; k.maassen@mail.xyz ; ja
97 ; Herr ; Dr. ; Tim ; Jäger ; 2.5.1958 ; Gartenstr. 114 ; 57567 ; Daaden ; 02743 / 55826445 ; 0152 / 3262397 ; 02743 / 27170036 ; tim.jaeger@mail.xyz ; ja
98 ; Herr ; Dr. ; Marvin ; Steele ; 15.2.1969 ; Frauenstr. 24 ; 56651 ; Galenberg ; 02636 / 66674836 ; 0174 / 7527243 ; 02636 / 80221392 ; m.steele@mail.xyz ; ja
99 ; Frau ; Dr. ; Melanie ; Hübner ; 2.8.1935 ; Kösliner Str. 155 ; 14774 ; Brandenburg an der Havel ; 03381 / 78984699 ; 0169 / 8402041 ; 03381 / 43054219 ; melanie.huebner@mail.xyz ; ja
100 ; Herr ; Prof. ; Enrico ; Strobel ; 1.2.1974 ; Königsberger Str. 41 ; 14055 ; Charlottenburg ; 030 / 91176755 ; 0174 / 2318482 ; 030 / 99525833 ; e.strobel@mail.xyz ; ja
101 ; Herr ; Dr. ; Yannick ; Seibert ; 23.4.1947 ; Ringelnatzstr. 184 ; 35686 ; Dillenburg ; 02771 / 39697038 ; 0169 / 1729831 ; 02771 / 62566522 ; y.seibert@mail.xyz ; ja
102 ; Herr ; Dr. ; Fabio ; Otto ; 16.9.1921 ; Altenhofer Weg 78 ; 24407 ; Rabenkirchen-Faulück ; 04642 / 45732277 ; 0173 / 3120912 ; 04642 / 92242280 ; f.otto@mail.xyz ; ja
103 ; Frau ; Dr. ; Friederike ; Wurm ; 18.5.1929 ; Sanddornweg 69 ; 72631 ; Aichtal ; 07127 / 40258278 ; 0151 / 6847098 ; 07127 / 63775352 ; friederike.wurm@mail.xyz ; ja
104 ; Herr ; Dr. ; Timm ; Möller ; 6.12.1992 ; Horstmarer Landweg 68 ; 26556 ; Nenndorf ; 04975 / 37318585 ; 0159 / 1795117 ; 04975 / 34054338 ; t.moeller@mail.xyz ; ja
105 ; Herr ; Dr. ; Werner ; Mohr ; 20.3.1977 ; Herdingstr. 117 ; 06333 ; Bräunrode ; 03473 / 96358611 ; 0152 / 9265937 ; 03473 / 42774910 ; werner.mohr@mail.xyz ; ja
106 ; Frau ; Dr. ; Chantale ; Brock ; 6.8.1984 ; Berrischstr. 193 ; 91180 ; Heideck ; 09177 / 78039750 ; 0169 / 1628796 ; 09177 / 30295082 ; chantale.brock@mail.xyz ; ja
107 ; Herr ; Dr. ; Matthias ; Lorenz ; 6.3.1933 ; Methweg 15 ; 07381 ; Paska ; 03647 / 38567624 ; 0158 / 9104689 ; 03647 / 3620882 ; matthias.lorenz@mail.xyz ; ja
108 ; Herr ; Dr. ; Phil ; Hamann ; 12.12.1971 ; Zum Burgschemm 129 ; 08060 ; Zwickau ; 0375 / 24826772 ; 0157 / 8857189 ; 0375 / 63196659 ; phil.hamann@mail.xyz ; ja
109 ; Frau ; Dr. ; Kristina ; Hirte ; 10.12.1970 ; Münzstr. 195 ; 64739 ; Höchst ; 06163 / 45542298 ; 0158 / 3064445 ; 06163 / 93673915 ; kristina.hirte@mail.xyz ; ja
110 ; Herr ; Dr. ; Holger ; Murray ; 1.12.1981 ; Hofstr. 68 ; 66909 ; Krottelbach ; 06383 / 92119468 ; 0173 / 3393394 ; 06383 / 23361785 ; holger.murray@mail.xyz ; ja
111 ; Frau ; Prof. ; Regina ; Grossmann ; 23.9.1931 ; Hogenbergstr. 105 ; 87487 ; Wiggensbach ; 08370 / 74347315 ; 0174 / 4302653 ; 08370 / 517595 ; r.grossmann@mail.xyz ; ja
112 ; Frau ; Dr. ; Katharina ; Specht ; 15.12.1992 ; Kleiner Griechenmarkt 187 ; 20259 ; Hamburg ; 040 / 9491025 ; 0173 / 8161007 ; 040 / 21945078 ; k.specht@mail.xyz ; ja
113 ; Frau ; Dr. ; Malin ; Faber ; 6.10.1958 ; Rüschhausweg 73a ; 90482 ; Nürnberg ; 0911 / 71967087 ; 0179 / 2044853 ; 0911 / 31974648 ; malin.faber@mail.xyz ; ja
114 ; Herr ; Prof. ; Mathias ; Salzmann ; 12.6.1987 ; Hindenburgplatz 12 ; 56766 ; Berenbach ; 02692 / 41013725 ; 0176 / 2567828 ; 02692 / 28724765 ; m.salzmann@mail.xyz ; ja
115 ; Herr ; Dr. ; Matti ; Ehlers ; 23.5.1928 ; Schützenstr. 93 ; 54611 ; Hallschlag ; 06557 / 27794374 ; 0179 / 9003401 ; 06557 / 61386481 ; matti.ehlers@mail.xyz ; ja
116 ; Frau ; Dr. ; Monica ; Watts ; 23.2.1989 ; Am Ziegelofen 22 ; 21521 ; Dassendorf ; 04104 / 52787446 ; 0157 / 2854687 ; 04104 / 99660348 ; monica.watts@mail.xyz ; ja
117 ; Herr ; Prof. ; Lars ; Lammers ; 14.8.1957 ; Weißenburgstr. 152 ; 26897 ; Bockhorst ; 04967 / 33358072 ; 0163 / 8797193 ; 04967 / 79598621 ; l.lammers@mail.xyz ; ja
