Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
14 ; Frau ; Prof. ; Alisa ; Sanchez ; 24.1.1979 ; Hirseweg 19 ; 70376 ; Stuttgart ; 0711 / 29136314 ; 0162 / 8992253 ; 0711 / 25085058 ; a.sanchez@mail.xyz ; ja
15 ; Herr ; Dr. ; Laurenz ; Hering ; 17.4.1994 ; Hansaring 114 ; 26556 ; Schweindorf ; 04975 / 61053405 ; 0151 / 7017410 ; 04975 / 52580581 ; laurenz.hering@mail.xyz ; ja
16 ; Frau ; Dr. ; Felicitas ; Oppermann ; 13.4.1971 ; Gasselstiege 119 ; 25938 ; Alkersum ; 04681 / 86345369 ; 0175 / 2257388 ; 04681 / 68473962 ; felicitas.oppermann@mail.xyz ; ja
17 ; Herr ; Dr. ; Jannik ; Swanson ; 19.1.1926 ; Birkenweg 177 ; 99326 ; Stadtilm ; 03629 / 53573158 ; 0165 / 8800593 ; 03629 / 6459583 ; jannik.swanson@mail.xyz ; ja
18 ; Frau ; Prof. ; Annica ; Biedermann ; 20.10.1999 ; Heroldstr. 71 ; 37620 ; Halle ; 05533 / 93168160 ; 0154 / 3994792 ; 05533 / 82510213 ; a.biedermann@mail.xyz ; ja
19 ; Frau ; Dr. ; Juli ; Hans ; 6.5.1936 ; Ölbergstr. 16 ; 89365 ; Röfingen ; 08222 / 86296929 ; 0175 / 9319181 ; 08222 / 24772314 ; j.hans@mail.xyz ; ja
20 ; Herr ; Dr. ; Tim ; Nestler ; 7.10.1975 ; Görlitzer Str. 141 ; 95707 ; Thiersheim ; 09233 / 88522775 ; 0154 / 6109647 ; 09233 / 45844509 ; t.nestler@mail.xyz ; ja
21 ; Frau ; Dr. ; Lucie ; Hempel ; 22.1.1961 ; Telgenweg 96 ; 38385 ; Ingeleben ; 05354 / 99023457 ; 0166 / 9550255 ; 05354 / 34790130 ; l.hempel@mail.xyz ; ja
22 ; Herr ; Dr. ; Leander ; Gastätten ; 23.9.1955 ; Soetenkamp 100 ; 74594 ; Kreßberg ; 07957 / 87794315 ; 0158 / 6890505 ; 07957 / 36023063 ; leander.gastaetten@mail.xyz ; ja
23 ; Herr ; Dr. ; Gert ; Lambertz ; 25.9.1970 ; Geiststr. 200 ; 31867 ; Hülsede ; 05043 / 55594602 ; 0153 / 3091386 ; 05043 / 81778935 ; gert.lambertz@mail.xyz ; ja
24 ; Frau ; Dr. ; Helga ; Schwab ; 7.9.1960 ; Telemannstr. 175 ; 25582 ; Looft ; 04892 / 25856213 ; 0172 / 9260546 ; 04892 / 72660921 ; helga.schwab@mail.xyz ; ja
25 ; Frau ; Dr. ; Meike ; Moody ; 7.11.1958 ; Morthorststr. 170 ; 56729 ; Kehrig ; 02651 / 1605704 ; 0178 / 8575606 ; 02651 / 18290795 ; meike.moody@mail.xyz ; ja
26 ; Frau ; Dr. ; Manuela ; Hinze ; 18.2.1926 ; Kröver Str. 119 ; 16727 ; Oberkrämer ; 03304 / 17751211 ; 0174 / 5616051 ; 03304 / 72245689 ; manuela.hinze@mail.xyz ; ja
27 ; Frau ; Dr. ; Madeleine ; Kampe ; 6.10.1935 ; Birkenweg 179 ; 95499 ; Harsdorf ; 09203 / 30263460 ; 0173 / 5133754 ; 09203 / 66148735 ; madeleine.kampe@mail.xyz ; ja
28 ; Herr ; Dr. ; Benedict ; Copeland ; 26.11.1965 ; Kurze Str. 156 ; 84106 ; Volkenschwand ; 08754 / 82527113 ; 0160 / 9719099 ; 08754 / 33446685 ; b.copeland@mail.xyz ; ja
29 ; Herr ; Prof. ; Timon ; Büttner ; 13.2.1932 ; Buldernweg 193 ; 72525 ; Münsingen ; 07381 / 97020271 ; 0161 / 7712274 ; 07381 / 16067108 ; timon.buettner@mail.xyz ; ja
30 ; Frau ; Dr. ; Luna ; Bormann ; 15.9.1972 ; Josef-Suwelack-Weg 191 ; 57520 ; Langenbach ; 02661 / 83175599 ; 0168 / 6060168 ; 02661 / 88076019 ; l.bormann@mail.xyz ; ja
31 ; Herr ; Dr. ; Anton ; Lux ; 6.9.1972 ; Simon-Meister-Str. 148 ; 91744 ; Weiltingen ; 09853 / 70898936 ; 0151 / 7023421 ; 09853 / 2371351 ; a.lux@mail.xyz ; ja
32 ; Frau ; Dr. ; Anja ; Love ; 28.3.1921 ; Im Haubenfeld 96 ; 56206 ; Hilgert ; 02624 / 90608416 ; 0159 / 1427887 ; 02624 / 71885378 ; a.love@mail.xyz ; ja
33 ; Herr ; Dr. ; Niels ; Cruz ; 14.3.1953 ; Nienkamp 73 ; 56759 ; Laubach ; 02653 / 58527406 ; 0173 / 3412647 ; 02653 / 87555825 ; niels.cruz@mail.xyz ; ja
34 ; Frau ; Dr. ; Luisa ; Peetz ; 15.9.1961 ; Goebenstr. 77 ; 21385 ; Oldendorf ; 04132 / 17695498 ; 0166 / 5265117 ; 04132 / 43315349 ; l.peetz@mail.xyz ; ja
35 ; Frau ; Dr. ; Anica ; Eckel ; 28.2.1964 ; Heroldstr. 165a ; 25813 ; Schwesing ; 04843 / 13553937 ; 0165 / 5416991 ; 04843 / 89102875 ; anica.eckel@mail.xyz ; ja
36 ; Frau ; Prof. ; Luisa ; Degner ; 5.6.1961 ; Am Hörsterfriedhof 11 ; 54533 ; Oberkail ; 06567 / 45084906 ; 0168 / 8898082 ; 06567 / 80311548 ; l.degner@mail.xyz ; ja
37 ; Frau ; Prof. ; Anouk ; Bald ; 7.8.1984 ; Bünkamp 200 ; 82297 ; Steindorf ; 08233 / 96355744 ; 0170 / 6018211 ; 08233 / 63730148 ; anouk.bald@mail.xyz ; ja
38 ; Frau ; Dr. ; Eileen ; Rabe ; 20.8.1983 ; Schubertstr. 155 ; 74544 ; Michelbach an der Bilz ; 0791 / 80891480 ; 0154 / 7059150 ; 0791 / 34860387 ; e.rabe@mail.xyz ; ja
39 ; Herr ; Prof. ; Aaron ; Thoma ; 5.9.1979 ; Breslauer Str. 172 ; 25551 ; Peissen ; 04821 / 8857813 ; 0176 / 3544009 ; 04821 / 64207425 ; aaron.thoma@mail.xyz ; ja
40 ; Frau ; Dr. ; Jenny ; Pohl ; 26.8.1937 ; Ulmenweg 22 ; 74193 ; Schwaigern ; 07138 / 27979424 ; 0169 / 4415595 ; 07138 / 20067021 ; j.pohl@mail.xyz ; ja
41 ; Herr ; Prof. ; Julien ; Schaal ; 26.2.1922 ; Gropiusstr. 96 ; 89182 ; Bernstadt ; 07348 / 40269080 ; 0172 / 7127859 ; 07348 / 27345199 ; julien.schaal@mail.xyz ; ja
42 ; Herr ; Dr. ; Luca ; Mündel ; 27.6.1978 ; Königsberger Str. 19 ; 37627 ; Deensen ; 05532 / 56350512 ; 0159 / 9802133 ; 05532 / 27617002 ; luca.muendel@mail.xyz ; ja
43 ; Herr ; Dr. ; Günther ; Karcher ; 25.8.1997 ; Mersmannsstiege 119 ; 19230 ; Bresegard ; 03883 / 5065266 ; 0159 / 8752420 ; 03883 / 11269904 ; g.karcher@mail.xyz ; ja
44 ; Herr ; Dr. ; Hermann ; Neef ; 18.9.1954 ; Parkallee 91 ; 67808 ; Ruppertsecken ; 06361 / 94355337 ; 0160 / 8884787 ; 06361 / 66856100 ; hermann.neef@mail.xyz ; ja
45 ; Frau ; Dr. ; Anja ; Wüst ; 13.12.1979 ; Marktstr. 149 ; 72367 ; Weilen unter den Rinnen ; 07427 / 58401975 ; 0163 / 6819800 ; 07427 / 8858011 ; anja.wuest@mail.xyz ; ja
46 ; Frau ; Prof. ; Elizabeth ; Häfele ; 13.10.1944 ; Sentmaringer Weg 16 ; 67361 ; Freisbach ; 06344 / 70886954 ; 0172 / 7177653 ; 06344 / 41181081 ; elizabeth.haefele@mail.xyz ; ja
47 ; Frau ; Dr. ; Christiane ; Gräf ; 21.3.1989 ; Am Wigbold 70 ; 85435 ; Erding ; 08122 / 83099486 ; 0166 / 5292214 ; 08122 / 65682869 ; christiane.graef@mail.xyz ; ja
48 ; Herr ; Prof. ; Yannic ; Bartmann ; 19.9.1945 ; Marsweg 13 ; 57537 ; Selbach ; 02742 / 44023696 ; 0165 / 8552850 ; 02742 / 25816034 ; yannic.bartmann@mail.xyz ; ja
49 ; Herr ; Dr. ; Thomas ; Robertson ; 17.3.1969 ; Kröver Str. 154 ; 82418 ; Seehausen am Staffelsee ; 08841 / 22230217 ; 0175 / 7192262 ; 08841 / 14073970 ; thomas.robertson@mail.xyz ; ja
50 ; Frau ; Dr. ; Chantal ; Breit ; 22.2.1982 ; Mondstr. 21 ; 53520 ; Sierscheid ; 02691 / 39392048 ; 0156 / 3375007 ; 02691 / 26187365 ; chantal.breit@mail.xyz ; ja
51 ; Frau ; Dr. ; Ruth ; Wong ; 7.12.1957 ; Langeworth 121 ; 82402 ; Seeshaupt ; 08801 / 97901179 ; 0170 / 1307611 ; 08801 / 84808121 ; r.wong@mail.xyz ; ja
52 ; Herr ; Dr. ; Maximilian ; Wiesmann ; 20.4.1967 ; Flaßkuhl 118 ; 25593 ; Reher ; 04876 / 43950716 ; 0175 / 6368808 ; 04876 / 16206020 ; m.wiesmann@mail.xyz ; ja
53 ; Herr ; Dr. ; Riccardo ; Heyder ; 12.2.1963 ; Kurze Str. 131 ; 66504 ; Bottenbach ; 06339 / 24513336 ; 0178 / 4514916 ; 06339 / 22045781 ; r.heyder@mail.xyz ; ja
54 ; Frau ; Dr. ; Antonia ; Sikora ; 22.3.1977 ; Dachsleite 14 ; 54597 ; Matzerath ; 06551 / 49113534 ; 0167 / 1399259 ; 06551 / 13362929 ; a.sikora@mail.xyz ; ja
55 ; Herr ; Prof. ; Leif ; Dresler ; 15.1.1998 ; Soetenkamp 119 ; 63762 ; Großostheim ; 06026 / 58204563 ; 0172 / 4500593 ; 06026 / 81151374 ; l.dresler@mail.xyz ; ja
56 ; Frau ; Dr. ; Marianne ; Nolte ; 17.2.1996 ; Am Filk 12 ; 92345 ; Dietfurt an der Altmühl ; 08464 / 20784494 ; 0165 / 7756108 ; 08464 / 40261681 ; m.nolte@mail.xyz ; ja
57 ; Frau ; Dr. ; Elena ; Adolph ; 17.7.1953 ; Zur Wiese 164 ; 25878 ; Seeth ; 04881 / 77352665 ; 0171 / 6014732 ; 04881 / 91725092 ; e.adolph@mail.xyz ; ja
58 ; Frau ; Dr. ; Nina ; Obermeier ; 24.8.1943 ; Skagerrakstr. 117 ; 39638 ; Schenkenhorst ; 03907 / 90656001 ; 0157 / 9385760 ; 03907 / 69049246 ; n.obermeier@mail.xyz ; ja
59 ; Herr ; Dr. ; Konstantin ; Schaumann ; 14.1.1954 ; Am Krausen Baum 86 ; 86577 ; Sielenbach ; 08258 / 61386602 ; 0159 / 3934795 ; 08258 / 41055187 ; konstantin.schaumann@mail.xyz ; ja
60 ; Frau ; Dr. ; Kim ; Steinbach ; 15.9.1990 ; Hindenburgplatz 50 ; 52224 ; Stolberg ; 02402 / 13221520 ; 0159 / 2819188 ; 02402 / 37452609 ; kim.steinbach@mail.xyz ; ja
61 ; Herr ; Prof. ; Jason ; Hillenbrand ; 16.11.1938 ; Nerzweg 152 ; 54636 ; Rittersdorf ; 06561 / 28843338 ; 0166 / 5296925 ; 06561 / 64044386 ; jason.hillenbrand@mail.xyz ; ja
62 ; Frau ; Dr. ; Marlies ; Edinger ; 26.2.1992 ; Ulmenweg 137 ; 84066 ; Mallersdorf-Pfaffenberg ; 08772 / 13043365 ; 0153 / 8199516 ; 08772 / 9732961 ; m.edinger@mail.xyz ; ja
63 ; Frau ; Dr. ; Christine ; Hohmann ; 26.7.1941 ; Widdeshover Weg 110 ; 74249 ; Jagsthausen ; 07943 / 40565936 ; 0166 / 4790106 ; 07943 / 45234106 ; c.hohmann@mail.xyz ; ja
64 ; Frau ; Dr. ; Christel ; Knight ; 24.6.1959 ; Dreizehnerstr. 77 ; 56767 ; Gunderath ; 02657 / 79765387 ; 0154 / 3633185 ; 02657 / 95923245 ; c.knight@mail.xyz ; ja
65 ; Frau ; Dr. ; Liv ; Wittmann ; 5.5.1954 ; Manfred-von-Richthofen-Str. 147 ; 24631 ; Langwedel ; 04329 / 93596604 ; 0153 / 2213472 ; 04329 / 90391674 ; l.wittmann@mail.xyz ; ja
66 ; Frau ; Dr. ; Viktoria ; Romero ; 16.4.1941 ; Kirchstr. 22 ; 49565 ; Bramsche ; 05461 / 49275384 ; 0162 / 5505915 ; 05461 / 52480487 ; viktoria.romero@mail.xyz ; ja
67 ; Herr ; Dr. ; Joerg ; Kaminski ; 8.9.1959 ; Simon-Meister-Str. 193 ; 56288 ; Zilshausen ; 02672 / 36094677 ; 0151 / 1295763 ; 02672 / 60019277 ; j.kaminski@mail.xyz ; ja
68 ; Frau ; Dr. ; Hildegard ; Oliver ; 7.12.1971 ; Hindenburgplatz 195 ; 55432 ; Niederburg ; 06744 / 35382264 ; 0168 / 1054388 ; 06744 / 7678811 ; h.oliver@mail.xyz ; ja
69 ; Frau ; Dr. ; Gabriele ; Collier ; 11.5.1966 ; Raesfeldstr. 158 ; 24790 ; Schülldorf ; 04331 / 45755761 ; 0161 / 2518352 ; 04331 / 83097999 ; gabriele.collier@mail.xyz ; ja
70 ; Frau ; Dr. ; Franziska ; Lay ; 21.5.1947 ; Wiedehagen 137 ; 67823 ; Obermoschel ; 06362 / 30760241 ; 0153 / 4246967 ; 06362 / 96086368 ; f.lay@mail.xyz ; ja
71 ; Frau ; Dr. ; Margarethe ; Henry ; 23.7.1973 ; Rincklakeweg 71a ; 25348 ; Glückstadt ; 04124 / 19227255 ; 0176 / 9041214 ; 04124 / 71679654 ; m.henry@mail.xyz ; ja
72 ; Herr ; Dr. ; Jean ; Böttger ; 9.7.1987 ; Rennbahnstr. 113 ; 93049 ; Regensburg ; 0941 / 22437467 ; 0176 / 3549042 ; 0941 / 24817372 ; j.boettger@mail.xyz ; ja
73 ; Herr ; Dr. ; Michael ; Pesch ; 16.2.1985 ; Sporckweg 31 ; 67808 ; Steinbach am Donnersberg ; 06302 / 1418036 ; 0160 / 7183891 ; 06302 / 71695349 ; michael.pesch@mail.xyz ; ja
74 ; Frau ; Prof. ; Anneke ; Giese ; 13.1.1992 ; Steinfurter Str. 87 ; 75236 ; Kämpfelbach ; 07231 / 22739695 ; 0178 / 3861886 ; 07231 / 21711646 ; a.giese@mail.xyz ; ja
75 ; Herr ; Dr. ; Frederic ; Betz ; 7.3.1991 ; Äußere Kanalstr. 82 ; 96152 ; Burghaslach ; 09552 / 77254456 ; 0155 / 5466336 ; 09552 / 34635767 ; frederic.betz@mail.xyz ; ja
76 ; Frau ; Prof. ; Nina ; Blum ; 9.2.2000 ; Holunderweg 16 ; 96199 ; Zapfendorf ; 09547 / 84838079 ; 0168 / 8211016 ; 09547 / 45569431 ; n.blum@mail.xyz ; ja
77 ; Frau ; Dr. ; Ina ; Voigt ; 15.6.1960 ; Lammerbach 154 ; 87746 ; Erkheim ; 08336 / 10135969 ; 0158 / 9087964 ; 08336 / 22307366 ; ina.voigt@mail.xyz ; ja
78 ; Frau ; Dr. ; Rike ; Fechner ; 3.1.1978 ; Flaßkuhl 195 ; 72469 ; Meßstetten ; 07436 / 64351961 ; 0165 / 2925943 ; 07436 / 74882300 ; rike.fechner@mail.xyz ; ja
79 ; Herr ; Dr. ; Jona ; Clayton ; 15.7.1968 ; Catharina-Müller-Str. 114 ; 55126 ; Mainz am Rhein ; 06131 / 71629958 ; 0172 / 3042655 ; 06131 / 1558763 ; j.clayton@mail.xyz ; ja
80 ; Frau ; Dr. ; Ina ; Kress ; 17.2.1976 ; Dachsleite 70 ; 66589 ; Merchweiler ; 06825 / 90222261 ; 0172 / 4762330 ; 06825 / 89685413 ; i.kress@mail.xyz ; ja
81 ; Frau ; Dr. ; Chantall ; Rahn ; 10.9.1925 ; Von-Holte-Str. 4 ; 54597 ; Kinzenburg ; 06550 / 73300421 ; 0162 / 2881413 ; 06550 / 70243331 ; c.rahn@mail.xyz ; ja
82 ; Frau ; Dr. ; Janin ; Karle ; 11.7.1954 ; Meckmannweg 132 ; 55595 ; Winterbach ; 0671 / 66277905 ; 0165 / 7535321 ; 0671 / 51696104 ; janin.karle@mail.xyz ; ja
83 ; Herr ; Dr. ; Helmuth ; Breyer ; 2.8.1955 ; Am Hörsterfriedhof 14 ; 37081 ; Göttingen ; 0551 / 10709988 ; 0164 / 3243347 ; 0551 / 62552666 ; h.breyer@mail.xyz ; ja
84 ; Herr ; Dr. ; Sam ; Breit ; 16.10.1969 ; Bielefelder Str. 104 ; 55758 ; Oberwörresbach ; 06785 / 247115 ; 0166 / 1745486 ; 06785 / 21308437 ; sam.breit@mail.xyz ; ja
85 ; Frau ; Dr. ; Louisa ; Kretzer ; 24.5.1961 ; Dodostr. 162 ; 53520 ; Meuspath ; 02691 / 66934250 ; 0150 / 8227697 ; 02691 / 49921186 ; louisa.kretzer@mail.xyz ; ja
86 ; Herr ; Prof. ; Mike ; Faust ; 28.2.1977 ; Stettiner Str. 130 ; 89431 ; Bächingen an der Brenz ; 07325 / 97057718 ; 0157 / 1076391 ; 07325 / 11799818 ; mike.faust@mail.xyz ; ja
87 ; Herr ; Dr. ; Kian ; Hauser ; 23.10.1921 ; Kochwiesenstr. 102 ; 55490 ; Woppenroth ; 06763 / 48025207 ; 0179 / 5972149 ; 06763 / 87384437 ; kian.hauser@mail.xyz ; ja
88 ; Frau ; Dr. ; Sigrid ; Zoellner ; 17.9.1920 ; Angelmodder Weg 19 ; 45128 ; Essen ; 0201 / 69082377 ; 0163 / 6457605 ; 0201 / 65655825 ; sigrid.zoellner@mail.xyz ; ja
89 ; Herr ; Dr. ; Laurin ; Gellert ; 6.10.1977 ; Rohrkampstr. 127 ; 35112 ; Fronhausen ; 06426 / 4919454 ; 0177 / 1177410 ; 06426 / 2067623 ; laurin.gellert@mail.xyz ; ja
90 ; Frau ; Dr. ; Sigrid ; Peter ; 25.4.1979 ; Fresnostr. 33 ; 23863 ; Kayhude ; 04535 / 70994986 ; 0150 / 4135748 ; 04535 / 63665020 ; s.peter@mail.xyz ; ja
91 ; Herr ; Prof. ; Mohammed ; Waldeck ; 7.1.1925 ; Heisstr. 9 ; 80802 ; München ; 089 / 51998783 ; 0166 / 2631321 ; 089 / 8353528 ; mohammed.waldeck@mail.xyz ; ja
92 ; Herr ; Dr. ; Lennard ; Casey ; 5.2.1976 ; Jakobusstr. 89 ; 23911 ; Schmilau ; 04541 / 76338685 ; 0165 / 3390833 ; 04541 / 36900085 ; l.casey@mail.xyz ; ja
93 ; Frau ; Dr. ; Manuela ; Hof ; 3.4.1952 ; Templerweg 175 ; 73497 ; Tannhausen ; 07964 / 97196857 ; 0167 / 4819386 ; 07964 / 1334542 ; m.hof@mail.xyz ; ja
94 ; Frau ; Dr. ; Kim ; Degner ; 18.3.1989 ; Agrippastr. 134 ; 67126 ; Hochdorf-Assenheim ; 06231 / 75043136 ; 0167 / 9415949 ; 06231 / 97372324 ; kim.degner@mail.xyz ; ja
95 ; Frau ; Dr. ; Nora ; Wallner ; 10.12.1964 ; Wormser Str. 87 ; 26871 ; Aschendorf ; 04962 / 8583940 ; 0159 / 7484642 ; 04962 / 43557518 ; nora.wallner@mail.xyz ; ja
96 ; Herr ; Dr. ; Heinz ; Gehlen ; 22.8.1994 ; Am Getterbach 193 ; 09120 ; Chemnitz ; 0371 / 95498323 ; 0169 / 5242855 ; 0371 / 7346478 ; heinz.gehlen@mail.xyz ; ja
97 ; Frau ; Dr. ; Leona ; Wilkins ; 10.9.1943 ; Ostlandstr. 11 ; 26135 ; Oldenburg ; 0441 / 60385070 ; 0162 / 5578307 ; 0441 / 17375977 ; l.wilkins@mail.xyz ; ja
98 ; Herr ; Dr. ; Ferdinand ; Neitzel ; 15.1.1974 ; Stolbergstr. 15 ; 36214 ; Nentershausen ; 06627 / 76528605 ; 0168 / 8049483 ; 06627 / 42680657 ; f.neitzel@mail.xyz ; ja
99 ; Frau ; Prof. ; Alena ; Meurer ; 26.5.1989 ; Breul 144 ; 65623 ; Netzbach ; 06430 / 77640711 ; 0174 / 8016618 ; 06430 / 13649893 ; alena.meurer@mail.xyz ; ja
100 ; Frau ; Dr. ; Eileen ; Kreutzer ; 18.8.1939 ; Berrischstr. 57 ; 56729 ; Bermel ; 02651 / 27102667 ; 0150 / 3116328 ; 02651 / 54619443 ; e.kreutzer@mail.xyz ; ja
101 ; Frau ; Dr. ; Samantha ; Paschke ; 22.12.1935 ; Hirseweg 156 ; 01239 ; Dresden ; 0351 / 13163551 ; 0174 / 7120949 ; 0351 / 32126223 ; samantha.paschke@mail.xyz ; ja
102 ; Herr ; Dr. ; Volker ; Heinemann ; 17.12.1983 ; Sanddornweg 186 ; 79539 ; Lörrach ; 07621 / 43337970 ; 0166 / 9915571 ; 07621 / 48246227 ; volker.heinemann@mail.xyz ; ja
103 ; Frau ; Dr. ; Janne ; Hessel ; 24.7.1925 ; Drachterstr. 12 ; 38104 ; Braunschweig ; 0531 / 7408956 ; 0170 / 4922456 ; 0531 / 17942483 ; janne.hessel@mail.xyz ; ja
104 ; Herr ; Dr. ; Heinrich ; Thiel ; 2.5.1987 ; Am Filk 27 ; 21493 ; Schretstaken ; 04542 / 25856877 ; 0167 / 7464024 ; 04542 / 83686987 ; heinrich.thiel@mail.xyz ; ja
105 ; Frau ; Dr. ; Waldtraut ; Kunert ; 21.9.1921 ; Kriegerweg 184 ; 79424 ; Auggen ; 07631 / 54216374 ; 0150 / 6657982 ; 07631 / 83883003 ; waldtraut.kunert@mail.xyz ; ja
106 ; Herr ; Prof. ; Henrik ; Maxwell ; 14.2.1962 ; Dammstr. 66 ; 35708 ; Haiger ; 02773 / 12017239 ; 0159 / 3151888 ; 02773 / 48002316 ; h.maxwell@mail.xyz ; ja
107 ; Frau ; Dr. ; Katarina ; Gauss ; 8.11.1936 ; Zum Burgschemm 6 ; 44135 ; Dortmund ; 0231 / 44136315 ; 0158 / 2865394 ; 0231 / 933011 ; k.gauss@mail.xyz ; ja
108 ; Herr ; Dr. ; Marvin ; Scholl ; 24.5.1977 ; Försterstr. 79 ; 75428 ; Illingen ; 07042 / 21336998 ; 0171 / 5310072 ; 07042 / 73918074 ; marvin.scholl@mail.xyz ; ja
109 ; Herr ; Dr. ; Werner ; Klinger ; 16.9.1991 ; Papenbusch 91a ; 76857 ; Ramberg ; 06346 / 48136366 ; 0158 / 6855212 ; 06346 / 82799537 ; werner.klinger@mail.xyz ; ja
110 ; Herr ; Dr. ; Johannes ; Hey ; 19.6.1920 ; Erikahof 158 ; 88718 ; Daisendorf ; 07532 / 26081205 ; 0157 / 3374625 ; 07532 / 87819224 ; j.hey@mail.xyz ; ja
111 ; Herr ; Dr. ; Holger ; Böhme ; 15.5.1920 ; Kanalstr. 103 ; 91088 ; Bubenreuth ; 09131 / 16764387 ; 0167 / 8778695 ; 09131 / 29892689 ; holger.boehme@mail.xyz ; ja
112 ; Herr ; Dr. ; Malte ; Moll ; 20.7.1989 ; Parkallee 64 ; 27283 ; Verden ; 04231 / 94865671 ; 0178 / 8213833 ; 04231 / 663289 ; m.moll@mail.xyz ; ja
113 ; Herr ; Dr. ; Jörg ; Kraus ; 9.6.1968 ; Ulmenweg 3 ; 84076 ; Pfeffenhausen ; 08782 / 24174681 ; 0177 / 2206885 ; 08782 / 27345519 ; joerg.kraus@mail.xyz ; ja
114 ; Herr ; Dr. ; Leonard ; Geier ; 3.6.1971 ; Schützenstr. 62 ; 73104 ; Börtlingen ; 07161 / 42882398 ; 0161 / 9186219 ; 07161 / 96649824 ; l.geier@mail.xyz ; ja
115 ; Frau ; Prof. ; Ronja ; Georg ; 20.6.1995 ; Ulmenweg 170 ; 29369 ; Ummern ; 05083 / 71692484 ; 0152 / 8773421 ; 05083 / 59202093 ; r.georg@mail.xyz ; ja
116 ; Frau ; Prof. ; Alina ; Pfister ; 22.4.1986 ; Simon-Meister-Str. 183 ; 86943 ; Thaining ; 08194 / 85832778 ; 0160 / 4853537 ; 08194 / 4381636 ; alina.pfister@mail.xyz ; ja
117 ; Herr ; Dr. ; Marco ; Unger ; 2.8.1940 ; Rincklakeweg 15a ; 23556 ; Lübeck ; 0451 / 44332853 ; 0155 / 5885094 ; 0451 / 5051442 ; marco.unger@mail.xyz ; ja
