Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
55 ; Herr ; Dr. ; Matti ; Adam ; 9.1.1955 ; Im Haubenfeld 163 ; 04205 ; Leipzig ; 0341 / 45252835 ; 0164 / 7787010 ; 0341 / 68481270 ; m.adam@mail.xyz ; ja
56 ; Herr ; Dr. ; Maxim ; Haas ; 20.10.1993 ; Raesfeldstr. 49 ; 38448 ; Wolfsburg ; 05361 / 66961795 ; 0153 / 8215251 ; 05361 / 51200550 ; m.haas@mail.xyz ; ja
57 ; Herr ; Dr. ; Arthur ; Schade ; 10.11.1963 ; Avendruper Str. 194 ; 63405 ; Hanau ; 06181 / 71124223 ; 0151 / 5169190 ; 06181 / 57791474 ; a.schade@mail.xyz ; ja
58 ; Herr ; Dr. ; Harald ; Brass ; 18.1.1971 ; Marderweg 139 ; 49757 ; Werlte ; 05951 / 27157010 ; 0159 / 9454353 ; 05951 / 40544581 ; h.brass@mail.xyz ; ja
59 ; Herr ; Prof. ; Ali ; Hage ; 15.2.1977 ; Am Wigbold 108 ; 55481 ; Kludenbach ; 06763 / 25120103 ; 0172 / 7269904 ; 06763 / 38540484 ; ali.hage@mail.xyz ; ja
60 ; Frau ; Dr. ; Linda ; Stephens ; 6.10.1980 ; Speestr. - 1 ; 55595 ; Bockenau ; 0671 / 32256327 ; 0161 / 7727790 ; 0671 / 80953838 ; l.stephens@mail.xyz ; ja
61 ; Frau ; Prof. ; Hannah ; Obermaier ; 12.11.1927 ; Gustav-Tweer-Weg 120 ; 24409 ; Stoltebüll ; 04642 / 27275577 ; 0166 / 5858838 ; 04642 / 13261702 ; hannah.obermaier@mail.xyz ; ja
62 ; Frau ; Dr. ; Joana ; Küster ; 21.12.1977 ; Simon-Meister-Str. 190 ; 13051 ; Neu-Hohenschönhausen ; 030 / 60899053 ; 0150 / 4865805 ; 030 / 96885603 ; joana.kuester@mail.xyz ; ja
63 ; Herr ; Dr. ; Aaron ; Kummer ; 26.6.1971 ; Eulenbergstr. 112 ; 88287 ; Grünkraut ; 0751 / 15095775 ; 0158 / 3038889 ; 0751 / 21005958 ; aaron.kummer@mail.xyz ; ja
64 ; Herr ; Dr. ; Benjamin ; Siemer ; 8.12.1973 ; Nerzweg 135 ; 21756 ; Osten ; 04771 / 24413115 ; 0155 / 9836916 ; 04771 / 65746746 ; b.siemer@mail.xyz ; ja
65 ; Herr ; Dr. ; Laurin ; Neuberger ; 26.8.1925 ; Willingrott 29 ; 57250 ; Netphen ; 02738 / 19201299 ; 0168 / 3439595 ; 02738 / 54597696 ; l.neuberger@mail.xyz ; ja
66 ; Frau ; Dr. ; Nathalie ; Salewski ; 14.12.1934 ; Guntherstr. 120 ; 56204 ; Hillscheid ; 02624 / 29676952 ; 0176 / 1016178 ; 02624 / 60641500 ; nathalie.salewski@mail.xyz ; ja
67 ; Herr ; Dr. ; Henning ; Evers ; 3.2.1931 ; Overbergstr. 116 ; 88499 ; Altheim ; 07373 / 36774613 ; 0174 / 5027379 ; 07373 / 57968090 ; h.evers@mail.xyz ; ja
68 ; Herr ; Dr. ; Matis ; Thaler ; 13.10.1925 ; Dorotheenstr. 169 ; 21509 ; Glinde ; 040 / 57671709 ; 0164 / 3803232 ; 040 / 21354044 ; m.thaler@mail.xyz ; ja
69 ; Frau ; Dr. ; Vanessa ; Oswald ; 5.12.1953 ; Kurze Str. 107 ; 26810 ; Westoverledingen ; 04955 / 73847483 ; 0157 / 8711329 ; 04955 / 60561748 ; v.oswald@mail.xyz ; ja
70 ; Herr ; Prof. ; Christoph ; Wunderlich ; 25.12.1966 ; Jakobusstr. 188 ; 26937 ; Stadland ; 04732 / 39661994 ; 0153 / 1065563 ; 04732 / 45964314 ; c.wunderlich@mail.xyz ; ja
71 ; Herr ; Dr. ; Jona ; Schweer ; 11.12.1936 ; Ossenkampstiege 91 ; 55546 ; Tiefenthal ; 0671 / 57483507 ; 0176 / 8073478 ; 0671 / 57161352 ; j.schweer@mail.xyz ; ja
72 ; Herr ; Prof. ; Manfred ; Kassner ; 21.2.1993 ; Beuelsweg 141 ; 10559 ; Berlin ; 030 / 3237877 ; 0156 / 8900747 ; 030 / 69473865 ; m.kassner@mail.xyz ; ja
73 ; Frau ; Dr. ; Annette ; Krause ; 18.2.1971 ; Am Ziegelofen 178 ; 54636 ; Röhl ; 06561 / 57168791 ; 0150 / 2120410 ; 06561 / 20651053 ; annette.krause@mail.xyz ; ja
74 ; Herr ; Dr. ; Maurice ; Tag ; 2.10.1959 ; Gescherweg 103 ; 19053 ; Schwerin ; 0385 / 91830804 ; 0162 / 7451754 ; 0385 / 76577451 ; m.tag@mail.xyz ; ja
75 ; Herr ; Dr. ; Benedict ; Reuther ; 22.11.1998 ; Papenbusch 26 ; 55629 ; Seesbach ; 06751 / 48875748 ; 0160 / 6848837 ; 06751 / 79882994 ; b.reuther@mail.xyz ; ja
76 ; Frau ; Dr. ; Luna ; Hettich ; 27.10.1998 ; Agrippastr. 126 ; 21483 ; Wangelau ; 04153 / 68444870 ; 0164 / 1969890 ; 04153 / 29184337 ; l.hettich@mail.xyz ; ja
77 ; Frau ; Dr. ; Bettina ; Lippert ; 1.12.1976 ; Wiedehagen 188 ; 07806 ; Dreba ; 03663 / 96943666 ; 0174 / 3873614 ; 03663 / 6293350 ; bettina.lippert@mail.xyz ; ja
78 ; Herr ; Dr. ; Fynn ; Haase ; 27.2.1960 ; Weserstr. 37 ; 24790 ; Rade ; 04331 / 73543154 ; 0151 / 1085990 ; 04331 / 92382006 ; fynn.haase@mail.xyz ; ja
79 ; Frau ; Dr. ; Pia ; Sanders ; 12.7.1954 ; An den Mühlen 152 ; 67585 ; Dorn-Dürkheim ; 06249 / 48564338 ; 0151 / 7906978 ; 06249 / 1740237 ; pia.sanders@mail.xyz ; ja
80 ; Frau ; Prof. ; Edith ; Demmel ; 27.5.1926 ; Bernhard-Poether-Str. 169 ; 99986 ; Niederdorla ; 03601 / 48241176 ; 0167 / 5078572 ; 03601 / 88740458 ; edith.demmel@mail.xyz ; ja
81 ; Frau ; Dr. ; Helena ; Arge ; 2.4.1985 ; Speestr. - 38 ; 99310 ; Ettischleben ; 03629 / 55406746 ; 0152 / 9781264 ; 03629 / 42323739 ; h.arge@mail.xyz ; ja
82 ; Frau ; Dr. ; Bärbel ; Seibold ; 27.12.1991 ; Hindenburgplatz 68 ; 12105 ; Berlin ; 030 / 64916107 ; 0176 / 5310788 ; 030 / 38434854 ; b.seibold@mail.xyz ; ja
83 ; Frau ; Prof. ; Nelli ; Steinmetz ; 12.7.1941 ; Methweg 42 ; 56271 ; Mündersbach ; 02680 / 35400646 ; 0171 / 4527297 ; 02680 / 44165106 ; nelli.steinmetz@mail.xyz ; ja
84 ; Frau ; Dr. ; Laila ; Eckhardt ; 8.10.1954 ; Hahnenstr. 67a ; 55471 ; Ravengiersburg ; 06761 / 11616616 ; 0150 / 4722200 ; 06761 / 87492306 ; laila.eckhardt@mail.xyz ; ja
85 ; Herr ; Dr. ; Heinz ; Ebner ; 6.9.1947 ; Hermann-Treff-Weg 12 ; 45883 ; Gelsenkirchen ; 0209 / 22274495 ; 0168 / 4298365 ; 0209 / 61467707 ; h.ebner@mail.xyz ; ja
86 ; Herr ; Dr. ; Gerd ; Palm ; 2.8.1956 ; Bünkamp 5 ; 56276 ; Stebach ; 02689 / 17957158 ; 0151 / 7334610 ; 02689 / 4473495 ; gerd.palm@mail.xyz ; ja
87 ; Herr ; Dr. ; Benjamin ; Pauly ; 24.10.1998 ; Templerweg 155 ; 23883 ; Klein Zecher ; 04547 / 24215612 ; 0160 / 7512334 ; 04547 / 58128403 ; benjamin.pauly@mail.xyz ; ja
88 ; Frau ; Dr. ; Alena ; Ferguson ; 23.1.1950 ; Offenbergstr. 164 ; 56220 ; Sankt Sebastian ; 0261 / 77994758 ; 0166 / 2209635 ; 0261 / 76079230 ; a.ferguson@mail.xyz ; ja
89 ; Frau ; Dr. ; Catharina ; Rabe ; 17.2.1965 ; Johann-Krane-Weg 88 ; 92369 ; Sengenthal ; 09181 / 46184774 ; 0155 / 5063557 ; 09181 / 31057939 ; catharina.rabe@mail.xyz ; ja
90 ; Frau ; Prof. ; Jacqueline ; Eder ; 15.12.1947 ; Wolbecker Str. 11 ; 56357 ; Reichenberg ; 06771 / 14319673 ; 0162 / 2427692 ; 06771 / 28596752 ; jacqueline.eder@mail.xyz ; ja
91 ; Frau ; Dr. ; Romy ; Waldeck ; 27.9.1965 ; Wörthstr. 180 ; 55483 ; Unzenberg ; 06763 / 36425239 ; 0152 / 3368223 ; 06763 / 91571590 ; romy.waldeck@mail.xyz ; ja
92 ; Frau ; Dr. ; Matilda ; Hörmann ; 5.2.1995 ; Theodor-Heuss-Ring 92 ; 16348 ; Marienwerder ; 03337 / 13785210 ; 0161 / 1160259 ; 03337 / 13114669 ; m.hoermann@mail.xyz ; ja
93 ; Frau ; Dr. ; Sofia ; Reutter ; 26.4.1984 ; Rinkerodeweg 164 ; 25764 ; Wesselburen ; 04833 / 57519992 ; 0174 / 5210311 ; 04833 / 78877984 ; s.reutter@mail.xyz ; ja
94 ; Herr ; Dr. ; Jean ; Evans ; 20.10.1944 ; Dortmunder Str. 149a ; 94169 ; Thurmansbang ; 08504 / 69052420 ; 0158 / 3452764 ; 08504 / 62827563 ; jean.evans@mail.xyz ; ja
95 ; Frau ; Dr. ; Alyssa ; Hackel ; 6.10.1988 ; Hindenburgplatz 197 ; 85625 ; Glonn ; 08093 / 31596621 ; 0162 / 9396904 ; 08093 / 262397 ; alyssa.hackel@mail.xyz ; ja
96 ; Herr ; Dr. ; Melvin ; Selzer ; 16.5.1995 ; Ostlandstr. 196 ; 57520 ; Niederdreisbach ; 02743 / 39521245 ; 0167 / 7149781 ; 02743 / 21910447 ; melvin.selzer@mail.xyz ; ja
97 ; Herr ; Dr. ; Oliver ; Sturm ; 28.11.1952 ; Soetenkamp 120 ; 52372 ; Kreuzau ; 02422 / 59727522 ; 0152 / 5654886 ; 02422 / 94118023 ; o.sturm@mail.xyz ; ja
98 ; Herr ; Dr. ; Yannic ; Jackson ; 26.6.1932 ; Norbertstr. 69 ; 55758 ; Hettenrodt ; 06785 / 45928719 ; 0159 / 4494482 ; 06785 / 49917507 ; y.jackson@mail.xyz ; ja
99 ; Herr ; Dr. ; Björn ; Winterhart ; 14.10.1992 ; Nerzweg 110 ; 21775 ; Steinau ; 04755 / 55212760 ; 0150 / 7315728 ; 04755 / 77564940 ; b.winterhart@mail.xyz ; ja
100 ; Herr ; Dr. ; Jeremie ; Rivera ; 28.5.1957 ; Nienkamp 188 ; 09130 ; Chemnitz ; 0371 / 66809885 ; 0151 / 7516518 ; 0371 / 34869308 ; jeremie.rivera@mail.xyz ; ja
101 ; Herr ; Dr. ; Ulrich ; Steinbach ; 3.5.1997 ; Dahlienweg 81 ; 09557 ; Flöha ; 03726 / 17106006 ; 0163 / 1168885 ; 03726 / 70166983 ; u.steinbach@mail.xyz ; ja
102 ; Frau ; Dr. ; Jenny ; Fleischmann ; 11.5.1923 ; Wildpfad 32 ; 47053 ; Duisburg ; 0203 / 3564847 ; 0164 / 2620265 ; 0203 / 54406851 ; j.fleischmann@mail.xyz ; ja
103 ; Frau ; Prof. ; Helena ; Brennecke ; 24.5.1942 ; Nauheimer Str. 47 ; 98693 ; Unterpörlitz ; 03677 / 75736740 ; 0157 / 4023908 ; 03677 / 98791658 ; helena.brennecke@mail.xyz ; ja
104 ; Frau ; Dr. ; Stella ; Kropp ; 22.8.1955 ; Offerkämpe 122 ; 25876 ; Ramstedt ; 04841 / 9241060 ; 0150 / 5539088 ; 04841 / 24851086 ; stella.kropp@mail.xyz ; ja
105 ; Herr ; Dr. ; Nicolas ; Ecker ; 7.5.1986 ; Im Haubenfeld 184 ; 95152 ; Selbitz ; 09280 / 97898333 ; 0175 / 6536250 ; 09280 / 19294967 ; nicolas.ecker@mail.xyz ; ja
106 ; Frau ; Dr. ; Vivien ; Heidenreich ; 27.2.1960 ; Weseler Str. 39 ; 49828 ; Osterwald ; 05941 / 6659391 ; 0174 / 1238371 ; 05941 / 91495812 ; vivien.heidenreich@mail.xyz ; ja
107 ; Herr ; Dr. ; Mert ; Sacher ; 13.12.1952 ; Dortmunder Str. 93 ; 89437 ; Haunsheim ; 09073 / 91405114 ; 0152 / 4712396 ; 09073 / 21668219 ; mert.sacher@mail.xyz ; ja
108 ; Frau ; Dr. ; Kira ; Friedrich ; 9.11.1920 ; Straßburger Weg 105 ; 06502 ; Timmenrode ; 03947 / 51109453 ; 0152 / 8969610 ; 03947 / 18338205 ; kira.friedrich@mail.xyz ; ja
109 ; Frau ; Prof. ; Chantale ; Rentschler ; 11.7.1931 ; Zur Gräfte 136 ; 57614 ; Wahlrod ; 02662 / 89688523 ; 0153 / 8404420 ; 02662 / 62098775 ; chantale.rentschler@mail.xyz ; ja
110 ; Frau ; Prof. ; Gerda ; Langhammer ; 21.10.1976 ; Hacklenburg 197 ; 69226 ; Nußloch ; 06224 / 63758590 ; 0178 / 7374668 ; 06224 / 50130866 ; g.langhammer@mail.xyz ; ja
111 ; Herr ; Dr. ; Wilfried ; Newton ; 19.12.1999 ; Raesfeldstr. 32 ; 74376 ; Gemmrigheim ; 07143 / 78213858 ; 0179 / 3677227 ; 07143 / 64926818 ; wilfried.newton@mail.xyz ; ja
112 ; Herr ; Dr. ; Philipp ; Schindler ; 24.11.1974 ; Kempener Str. 91 ; 30827 ; Garbsen ; 05131 / 30651518 ; 0154 / 5134425 ; 05131 / 40984366 ; p.schindler@mail.xyz ; ja
113 ; Frau ; Dr. ; Martina ; Hanisch ; 6.3.1922 ; Kempener Str. 11 ; 54570 ; Niederstadtfeld ; 06592 / 30336703 ; 0177 / 9339733 ; 06592 / 23864988 ; m.hanisch@mail.xyz ; ja
114 ; Frau ; Prof. ; Leona ; Geis ; 7.6.1971 ; Schubertstr. 129 ; 44653 ; Herne ; 02323 / 56561036 ; 0176 / 3718959 ; 02323 / 23714727 ; leona.geis@mail.xyz ; ja
115 ; Herr ; Dr. ; Ernst ; Hauke ; 5.12.1960 ; Wolbecker Str. 192 ; 72762 ; Reutlingen ; 07121 / 61034164 ; 0157 / 6554841 ; 07121 / 45084121 ; ernst.hauke@mail.xyz ; ja
116 ; Herr ; Dr. ; Matthis ; Wachter ; 5.2.1932 ; Kröver Str. 36 ; 56244 ; Goddert ; 02626 / 66069541 ; 0176 / 2742608 ; 02626 / 22392944 ; m.wachter@mail.xyz ; ja
117 ; Frau ; Prof. ; Claudia ; Doppelpunkt ; 5.5.1992 ; Am Pulverschuppen 124 ; 27404 ; Elsdorf ; 02274 / 91260206 ; 0159 / 7619447 ; 02274 / 96958031 ; c.doppelpunkt@mail.xyz ; ja
