Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
13 ; Herr ; Dr. ; Oliver ; Rodriquez ; 3.10.1995 ; Widdeshover Weg 79 ; 49767 ; Twist ; 05936 / 68824159 ; 0154 / 8990199 ; 05936 / 17008946 ; oliver.rodriquez@mail.xyz ; ja
14 ; Herr ; Dr. ; Swen ; Matthes ; 4.2.1953 ; Dorotheenstr. 36 ; 66887 ; Jettenbach ; 06304 / 26542882 ; 0175 / 7282887 ; 06304 / 88924369 ; s.matthes@mail.xyz ; ja
15 ; Herr ; Dr. ; Carl ; Osborne ; 10.7.1946 ; Am Dornbusch 142a ; 55578 ; Vendersheim ; 06732 / 86997160 ; 0178 / 5545616 ; 06732 / 86261573 ; c.osborne@mail.xyz ; ja
16 ; Herr ; Dr. ; Mohammed ; Friedrich ; 5.11.1947 ; Hindenburgplatz 33 ; 19075 ; Holthusen ; 03865 / 33567384 ; 0157 / 8047504 ; 03865 / 95006678 ; m.friedrich@mail.xyz ; ja
17 ; Herr ; Dr. ; Collin ; Fendt ; 25.7.1991 ; Münsterstr. 38 ; 85368 ; Wang ; 08764 / 5839529 ; 0157 / 5577918 ; 08764 / 39976077 ; c.fendt@mail.xyz ; ja
18 ; Herr ; Dr. ; Nico ; Lucas ; 2.9.1987 ; Werkstattstr. 155 ; 56370 ; Gutenacker ; 06486 / 95022775 ; 0155 / 1866787 ; 06486 / 94802345 ; nico.lucas@mail.xyz ; ja
19 ; Herr ; Dr. ; David ; Hines ; 3.10.1993 ; Raesfeldstr. 101 ; 42119 ; Wuppertal ; 0202 / 26330096 ; 0156 / 6043127 ; 0202 / 56443740 ; david.hines@mail.xyz ; ja
20 ; Frau ; Dr. ; Stina ; Rudolph ; 25.12.1937 ; Marsweg 80 ; 96358 ; Teuschnitz ; 09268 / 46732842 ; 0174 / 9300410 ; 09268 / 42910 ; s.rudolph@mail.xyz ; ja
21 ; Herr ; Prof. ; Filip ; Lindsey ; 4.4.1984 ; Kirchstr. 44 ; 78073 ; Oberbaldingen ; 07706 / 21399242 ; 0166 / 1296460 ; 07706 / 82481534 ; filip.lindsey@mail.xyz ; ja
22 ; Frau ; Dr. ; Franziska ; Gessler ; 26.11.1982 ; Innsbruckweg 81 ; 63840 ; Hausen ; 06022 / 88817343 ; 0155 / 2172262 ; 06022 / 87939951 ; f.gessler@mail.xyz ; ja
23 ; Herr ; Dr. ; Colin ; Wilkerson ; 12.3.1980 ; Gildenstr. 53 ; 84100 ; Wolfsbach ; 08707 / 26654913 ; 0173 / 4966447 ; 08707 / 71403123 ; colin.wilkerson@mail.xyz ; ja
24 ; Herr ; Dr. ; Marco ; Otten ; 1.4.1969 ; Ringelnatzstr. 25 ; 49699 ; Lindern ; 05957 / 42187762 ; 0150 / 7229213 ; 05957 / 67489646 ; marco.otten@mail.xyz ; ja
25 ; Herr ; Dr. ; Kai ; Liedtke ; 23.6.1942 ; Baumberger Str. 170 ; 31691 ; Helpsen ; 05724 / 77703144 ; 0154 / 7465377 ; 05724 / 26217460 ; k.liedtke@mail.xyz ; ja
26 ; Herr ; Dr. ; Mirko ; Delgado ; 6.4.1996 ; Nerzweg 5 ; 02906 ; Waldhufen ; 03588 / 73214222 ; 0157 / 7479381 ; 03588 / 75847431 ; mirko.delgado@mail.xyz ; ja
27 ; Herr ; Dr. ; Franz ; Yilmaz ; 16.10.1956 ; Catharina-Müller-Str. 170 ; 67161 ; Gönnheim ; 06322 / 7150162 ; 0166 / 2329334 ; 06322 / 57615984 ; franz.yilmaz@mail.xyz ; ja
28 ; Frau ; Dr. ; Lilly ; Mayr ; 6.2.1995 ; Rüschhausweg 180 ; 48619 ; Heek ; 02568 / 11997583 ; 0178 / 9360795 ; 02568 / 55902422 ; lilly.mayr@mail.xyz ; ja
29 ; Herr ; Dr. ; Karlo ; Kretzer ; 2.5.1963 ; Immelmannstr. 163 ; 38312 ; Ohrum ; 05334 / 52198377 ; 0177 / 6507730 ; 05334 / 27149675 ; k.kretzer@mail.xyz ; ja
30 ; Frau ; Prof. ; Kaya ; Ochs ; 18.11.1983 ; Paul-Engelhard-Weg 65a ; 96129 ; Strullendorf ; 09543 / 23141710 ; 0171 / 7437825 ; 09543 / 35601980 ; k.ochs@mail.xyz ; ja
31 ; Frau ; Prof. ; Gudrun ; Triebel ; 6.5.1971 ; Eibenweg 117 ; 66871 ; Thallichtenberg ; 06381 / 34595322 ; 0167 / 3306874 ; 06381 / 94278840 ; gudrun.triebel@mail.xyz ; ja
32 ; Herr ; Prof. ; Mike ; Katzer ; 10.3.1990 ; Marderweg 6 ; 97199 ; Ochsenfurt ; 09331 / 36570838 ; 0160 / 1102931 ; 09331 / 26234779 ; m.katzer@mail.xyz ; ja
33 ; Herr ; Dr. ; Jason ; Lutter ; 26.11.1944 ; Hahnenstr. 47 ; 97350 ; Mainbernheim ; 09323 / 24946052 ; 0157 / 7587536 ; 09323 / 30073892 ; jason.lutter@mail.xyz ; ja
34 ; Frau ; Dr. ; Lilly ; Ternes ; 20.1.1943 ; Hansaring 46 ; 79686 ; Hasel ; 07762 / 66807537 ; 0156 / 1750601 ; 07762 / 65394665 ; l.ternes@mail.xyz ; ja
35 ; Herr ; Dr. ; Bernd ; Wille ; 9.3.1950 ; Ossenkampstiege 147 ; 31547 ; Rehburg-Loccum ; 05037 / 73824166 ; 0179 / 5727447 ; 05037 / 7463922 ; bernd.wille@mail.xyz ; ja
36 ; Herr ; Dr. ; Andreas ; Sander ; 14.11.1924 ; Nauheimer Str. 38 ; 34376 ; Immenhausen ; 05673 / 91342041 ; 0161 / 6536692 ; 05673 / 80781206 ; andreas.sander@mail.xyz ; ja
37 ; Herr ; Dr. ; Reiner ; Harrison ; 21.2.1989 ; Ölbergstr. 99 ; 55619 ; Hennweiler ; 06752 / 70661416 ; 0173 / 8906380 ; 06752 / 64335561 ; r.harrison@mail.xyz ; ja
38 ; Herr ; Dr. ; Janis ; Kemmer ; 8.12.1989 ; Gartenstr. 95 ; 24796 ; Bredenbek ; 04334 / 83005397 ; 0162 / 7359312 ; 04334 / 39187525 ; j.kemmer@mail.xyz ; ja
39 ; Herr ; Prof. ; Magnus ; Rühl ; 20.2.1938 ; Gescherweg 188 ; 49688 ; Lastrup ; 04472 / 35578895 ; 0177 / 2113737 ; 04472 / 85468568 ; m.ruehl@mail.xyz ; ja
40 ; Frau ; Dr. ; Emma ; Brink ; 11.8.1975 ; Straßburger Weg 29 ; 60431 ; Frankfurt am Main ; 069 / 75322911 ; 0173 / 5794446 ; 069 / 60558826 ; e.brink@mail.xyz ; ja
41 ; Frau ; Dr. ; Leonie ; Stephan ; 13.3.1946 ; Wolbecker Str. 17 ; 23881 ; Bälau ; 04542 / 6066874 ; 0169 / 8002321 ; 04542 / 95332562 ; leonie.stephan@mail.xyz ; ja
42 ; Herr ; Dr. ; Thore ; Garcia ; 16.5.1945 ; Soetenkamp 29 ; 18528 ; Zirkow ; 03838 / 81798419 ; 0170 / 7490339 ; 03838 / 88762960 ; t.garcia@mail.xyz ; ja
43 ; Frau ; Dr. ; Katharina ; Sondermann ; 6.8.1964 ; Telemannstr. 171 ; 67599 ; Gundheim ; 06244 / 3899166 ; 0176 / 3134552 ; 06244 / 41306877 ; katharina.sondermann@mail.xyz ; ja
44 ; Frau ; Dr. ; Mareike ; Liebig ; 4.11.1930 ; Bielefelder Str. 169 ; 30455 ; Hannover ; 0511 / 20787246 ; 0164 / 6045063 ; 0511 / 57585036 ; m.liebig@mail.xyz ; ja
45 ; Herr ; Dr. ; Reinhard ; Aumüller ; 8.12.1983 ; Uhuweg 103 ; 87785 ; Winterrieden ; 08333 / 55604927 ; 0164 / 6029952 ; 08333 / 92048583 ; reinhard.aumueller@mail.xyz ; ja
46 ; Herr ; Dr. ; Janis ; Pelzer ; 28.4.1956 ; Dauvemühle 51 ; 71126 ; Gäufelden ; 07032 / 34975467 ; 0177 / 8034202 ; 07032 / 35163760 ; j.pelzer@mail.xyz ; ja
47 ; Frau ; Prof. ; Pauline ; Roy ; 21.12.1989 ; Am Oedingteich 7 ; 24589 ; Eisendorf ; 04392 / 78517714 ; 0160 / 8418199 ; 04392 / 72469094 ; p.roy@mail.xyz ; ja
48 ; Frau ; Dr. ; Marion ; Byrd ; 5.11.1955 ; Weseler Str. 111 ; 12051 ; Berlin - Neukölln ; 030 / 80681567 ; 0179 / 9525176 ; 030 / 12322712 ; marion.byrd@mail.xyz ; ja
49 ; Herr ; Dr. ; Curt ; Patrick ; 14.10.1944 ; Gasselstiege 149 ; 25379 ; Herzhorn ; 04124 / 77799987 ; 0177 / 9831007 ; 04124 / 38781132 ; curt.patrick@mail.xyz ; ja
50 ; Herr ; Dr. ; Silas ; Berner ; 18.7.1978 ; Goldregenweg 186 ; 55296 ; Harxheim ; 06135 / 9638285 ; 0160 / 7428604 ; 06135 / 23786490 ; s.berner@mail.xyz ; ja
51 ; Herr ; Dr. ; Ben ; Seidler ; 12.3.1987 ; Am Wigbold 113 ; 56821 ; Ellenz-Poltersdorf ; 02673 / 49572335 ; 0166 / 1870532 ; 02673 / 45760246 ; b.seidler@mail.xyz ; ja
52 ; Herr ; Dr. ; David ; Karst ; 27.5.1956 ; Am Berler Kamp 134 ; 17498 ; Dersekow ; 03834 / 16287422 ; 0151 / 4963999 ; 03834 / 88144419 ; d.karst@mail.xyz ; ja
53 ; Frau ; Dr. ; Brigitte ; Hildebrand ; 7.10.1927 ; Scheibenstr. 106 ; 86477 ; Adelsried ; 08294 / 48757226 ; 0152 / 5477574 ; 08294 / 97853195 ; b.hildebrand@mail.xyz ; ja
54 ; Herr ; Prof. ; Nico ; Carl ; 24.9.1940 ; Möserweg 191 ; 77815 ; Bühl ; 07223 / 43581520 ; 0172 / 1698683 ; 07223 / 46396908 ; nico.carl@mail.xyz ; ja
55 ; Herr ; Dr. ; Laurens ; Glück ; 28.12.2000 ; Willingrott 124 ; 72362 ; Nusplingen ; 07429 / 6324726 ; 0155 / 1943578 ; 07429 / 87806737 ; laurens.glueck@mail.xyz ; ja
56 ; Herr ; Prof. ; Rafael ; Wells ; 16.11.1971 ; Westenkamp 69 ; 23758 ; Göhl ; 04361 / 21239221 ; 0173 / 3180286 ; 04361 / 53238959 ; r.wells@mail.xyz ; ja
57 ; Herr ; Dr. ; Marko ; Renner ; 6.1.1926 ; Telgenweg 57 ; 55758 ; Oberwörresbach ; 06785 / 94162719 ; 0166 / 3259400 ; 06785 / 45218908 ; m.renner@mail.xyz ; ja
58 ; Frau ; Dr. ; Inga ; Ramm ; 9.7.1949 ; Jägerstr. A 115 ; 88447 ; Warthausen ; 07351 / 67380253 ; 0176 / 3053901 ; 07351 / 90037686 ; inga.ramm@mail.xyz ; ja
59 ; Herr ; Prof. ; Alex ; Breuer ; 27.4.1936 ; Zur Gräfte 140 ; 55218 ; Ingelheim am Rhein ; 06132 / 28063415 ; 0174 / 7968475 ; 06132 / 6770245 ; a.breuer@mail.xyz ; ja
60 ; Herr ; Dr. ; Hermann ; Kalb ; 5.11.1927 ; Langeworth 137 ; 55444 ; Dörrebach ; 06724 / 77456806 ; 0155 / 8059558 ; 06724 / 15364554 ; h.kalb@mail.xyz ; ja
61 ; Frau ; Dr. ; Luisa ; Brosch ; 22.10.1921 ; Am Römerhof 168 ; 94369 ; Rain ; 09429 / 9784896 ; 0167 / 8307768 ; 09429 / 49527818 ; l.brosch@mail.xyz ; ja
62 ; Herr ; Dr. ; Felix ; Bürger ; 3.5.1986 ; Bünkamp 35 ; 21481 ; Schnakenbek ; 04153 / 64670208 ; 0164 / 6083795 ; 04153 / 32941359 ; f.buerger@mail.xyz ; ja
63 ; Frau ; Prof. ; Ruth ; Gross ; 4.12.1983 ; Dorotheenstr. 167 ; 55758 ; Niederhosenbach ; 06785 / 29062062 ; 0175 / 6137197 ; 06785 / 8192638 ; r.gross@mail.xyz ; ja
64 ; Herr ; Prof. ; Frederik ; Chambers ; 2.5.1942 ; Kurze Str. 69 ; 95188 ; Issigau ; 09293 / 71283022 ; 0155 / 7008958 ; 09293 / 46747586 ; f.chambers@mail.xyz ; ja
65 ; Frau ; Dr. ; Kyra ; Ferber ; 5.2.1932 ; Neusser Str. 41 ; 74523 ; Sulzdorf ; 07907 / 23260364 ; 0159 / 3026502 ; 07907 / 70253552 ; kyra.ferber@mail.xyz ; ja
66 ; Frau ; Dr. ; Melissa ; Riley ; 1.2.1995 ; Birkenweg 53 ; 55624 ; Schwerbach ; 06544 / 47439443 ; 0164 / 7847153 ; 06544 / 99023145 ; melissa.riley@mail.xyz ; ja
67 ; Herr ; Dr. ; Robin ; Kappler ; 5.8.1955 ; Eifelstr. 80 ; 02785 ; Olbersdorf ; 03583 / 99096721 ; 0164 / 3737899 ; 03583 / 32244812 ; r.kappler@mail.xyz ; ja
68 ; Herr ; Dr. ; Julian ; Griffin ; 22.9.1979 ; Ostlandstr. 143 ; 55767 ; Rötsweiler-Nockenthal ; 06782 / 70235147 ; 0161 / 8360455 ; 06782 / 6282394 ; j.griffin@mail.xyz ; ja
69 ; Frau ; Prof. ; Isabell ; Hampel ; 27.2.1944 ; Weißenburgstr. 103 ; 56766 ; Berenbach ; 02692 / 7566944 ; 0173 / 7726546 ; 02692 / 5282348 ; isabell.hampel@mail.xyz ; ja
70 ; Frau ; Dr. ; Katharina ; Adolph ; 13.7.1922 ; Oberschlesier Str. 80 ; 36433 ; Bad Salzungen ; 03695 / 84977106 ; 0163 / 4488043 ; 03695 / 52133790 ; k.adolph@mail.xyz ; ja
71 ; Herr ; Prof. ; Hartmut ; Sack ; 13.6.1995 ; Gleueler Str. 75 ; 31196 ; Sehlem ; 05060 / 71665150 ; 0152 / 2718730 ; 05060 / 74619256 ; hartmut.sack@mail.xyz ; ja
72 ; Frau ; Prof. ; Ruth ; Eden ; 27.1.1929 ; An den Mühlen 112 ; 57629 ; Stein-Wingert ; 02662 / 69414827 ; 0161 / 7955485 ; 02662 / 23732638 ; r.eden@mail.xyz ; ja
73 ; Frau ; Prof. ; Annalena ; Egner ; 27.2.1924 ; An den Mühlen 191 ; 15326 ; Fichtenhöhe ; 03346 / 97601932 ; 0164 / 9095883 ; 03346 / 24338539 ; a.egner@mail.xyz ; ja
74 ; Herr ; Dr. ; Jannick ; Nau ; 28.6.1972 ; Möserweg 38 ; 89447 ; Zöschingen ; 09077 / 50669035 ; 0164 / 6105565 ; 09077 / 19981208 ; j.nau@mail.xyz ; ja
75 ; Frau ; Prof. ; Vanessa ; Uhl ; 15.8.1945 ; Breul 142 ; 25709 ; Marnerdeich ; 04851 / 68716510 ; 0153 / 3778159 ; 04851 / 59469648 ; vanessa.uhl@mail.xyz ; ja
76 ; Frau ; Dr. ; Helena ; Bauer ; 15.3.1930 ; Max-Winkelmann-Str. 84a ; 67752 ; Rutsweiler an der Lauter ; 06304 / 59362164 ; 0156 / 8047661 ; 06304 / 55932601 ; h.bauer@mail.xyz ; ja
77 ; Frau ; Dr. ; Helga ; Diekmann ; 1.6.1933 ; Am Ziegelofen 141 ; 02708 ; Großschweidnitz ; 03585 / 5937571 ; 0165 / 2987715 ; 03585 / 56721614 ; helga.diekmann@mail.xyz ; ja
78 ; Herr ; Prof. ; Bennet ; Reif ; 21.2.1945 ; Hofstr. 42 ; 07907 ; Moßbach ; 03663 / 6477751 ; 0173 / 1819169 ; 03663 / 46304450 ; b.reif@mail.xyz ; ja
79 ; Herr ; Dr. ; Christof ; Lamprecht ; 25.6.1955 ; Wollinstr. 6 ; 96117 ; Memmelsdorf ; 0951 / 20628418 ; 0172 / 1016557 ; 0951 / 5024824 ; christof.lamprecht@mail.xyz ; ja
80 ; Herr ; Dr. ; Collin ; Schwarzbach ; 6.12.1954 ; Templerweg 19 ; 54316 ; Schöndorf ; 0651 / 76456857 ; 0170 / 5387969 ; 0651 / 18174598 ; collin.schwarzbach@mail.xyz ; ja
81 ; Frau ; Dr. ; Aleyna ; Lenz ; 6.4.1976 ; Immelmannstr. 90 ; 64579 ; Schöfferstadt Gernsheim ; 06258 / 57832819 ; 0177 / 3784108 ; 06258 / 58465967 ; aleyna.lenz@mail.xyz ; ja
82 ; Herr ; Dr. ; Leander ; Todd ; 21.5.1930 ; Friedrichstr. 93 ; 96224 ; Burgkunstadt ; 09572 / 50185536 ; 0161 / 9026862 ; 09572 / 62931834 ; l.todd@mail.xyz ; ja
83 ; Herr ; Dr. ; Rafael ; Haynes ; 26.10.1961 ; Steinkamp 106 ; 17111 ; Schönfeld ; 03994 / 26140527 ; 0155 / 9003725 ; 03994 / 3503560 ; r.haynes@mail.xyz ; ja
84 ; Frau ; Dr. ; Isabell ; Yates ; 15.6.1959 ; Am Getterbach 151 ; 75180 ; Pforzheim ; 07231 / 95078727 ; 0155 / 7922015 ; 07231 / 83425706 ; i.yates@mail.xyz ; ja
85 ; Frau ; Dr. ; Philine ; Pfeifer ; 5.9.1966 ; Hirseweg 73a ; 64668 ; Münschbach ; 06253 / 20296132 ; 0175 / 3276804 ; 06253 / 61765664 ; philine.pfeifer@mail.xyz ; ja
86 ; Herr ; Dr. ; Wilfried ; Heinze ; 5.8.1926 ; Hensenstr. 11 ; 06749 ; Bitterfeld ; 03493 / 99432547 ; 0167 / 9972814 ; 03493 / 5675798 ; w.heinze@mail.xyz ; ja
87 ; Frau ; Dr. ; Pia ; Schnell ; 22.2.1965 ; Magdalenenstr. 175a ; 19073 ; Wittenförden ; 03869 / 63543947 ; 0171 / 4536810 ; 03869 / 94194370 ; pia.schnell@mail.xyz ; ja
88 ; Herr ; Dr. ; Horst ; Schultz ; 5.5.1999 ; Kirchstr. 35 ; 93194 ; Walderbach ; 09464 / 4763263 ; 0151 / 4508719 ; 09464 / 92274040 ; horst.schultz@mail.xyz ; ja
89 ; Herr ; Prof. ; Mario ; Stefan ; 14.4.1982 ; Bünkamp 33 ; 01279 ; Dresden ; 0351 / 71024572 ; 0179 / 7614493 ; 0351 / 57972769 ; mario.stefan@mail.xyz ; ja
90 ; Frau ; Dr. ; Josefine ; Greiner ; 20.2.1967 ; Heroldstr. 147 ; 25591 ; Ottenbüttel ; 04893 / 3644802 ; 0163 / 4471752 ; 04893 / 23094356 ; j.greiner@mail.xyz ; ja
91 ; Frau ; Prof. ; Fenja ; Petermann ; 12.12.1926 ; Ripenhorst 160 ; 95496 ; Glashütten ; 09279 / 27829240 ; 0175 / 7450007 ; 09279 / 15424272 ; fenja.petermann@mail.xyz ; ja
92 ; Frau ; Dr. ; Christel ; Johnson ; 17.6.1946 ; Ripenhorst 110 ; 91798 ; Höttingen ; 09141 / 98540806 ; 0169 / 7586255 ; 09141 / 86055795 ; c.johnson@mail.xyz ; ja
93 ; Frau ; Dr. ; Beate ; Sonne ; 20.9.1932 ; Schmeddingstr. 194 ; 94089 ; Neureichenau ; 08583 / 42985571 ; 0179 / 5935891 ; 08583 / 98924628 ; beate.sonne@mail.xyz ; ja
94 ; Frau ; Dr. ; Lya ; Hanisch ; 12.7.1996 ; Von-Holte-Str. 106 ; 55767 ; Rinzenberg ; 06782 / 54242306 ; 0157 / 8868841 ; 06782 / 44494040 ; lya.hanisch@mail.xyz ; ja
95 ; Frau ; Dr. ; Karina ; Mack ; 25.1.1994 ; Rückertstr. 153 ; 54453 ; Nittel ; 06584 / 64100003 ; 0169 / 4187363 ; 06584 / 36114249 ; k.mack@mail.xyz ; ja
96 ; Frau ; Dr. ; Linn ; Kress ; 23.7.1923 ; Horstmarer Landweg 15 ; 37434 ; Rüdershausen ; 05528 / 76626838 ; 0159 / 8279851 ; 05528 / 44339015 ; linn.kress@mail.xyz ; ja
97 ; Herr ; Prof. ; Carsten ; Reinhardt ; 24.6.1967 ; Lammerbach 142 ; 57644 ; Welkenbach ; 02662 / 25772147 ; 0158 / 5532874 ; 02662 / 25631990 ; carsten.reinhardt@mail.xyz ; ja
98 ; Frau ; Dr. ; Christine ; Strahl ; 9.1.1921 ; Friedrich-Ebert-Str. 176a ; 90475 ; Nürnberg ; 0911 / 42743104 ; 0160 / 1809279 ; 0911 / 32395024 ; c.strahl@mail.xyz ; ja
99 ; Herr ; Dr. ; Roman ; Ladwig ; 25.7.1924 ; Hoove 87 ; 12207 ; Berlin ; 030 / 48971852 ; 0173 / 3439557 ; 030 / 74584044 ; r.ladwig@mail.xyz ; ja
100 ; Frau ; Dr. ; Nike ; Wagenknecht ; 16.11.1940 ; Am Getterbach 37 ; 54614 ; Schönecken ; 06553 / 34571291 ; 0150 / 3398086 ; 06553 / 32257240 ; nike.wagenknecht@mail.xyz ; ja
101 ; Frau ; Prof. ; Alyssa ; Herman ; 19.3.1927 ; Am Filk 137 ; 38110 ; Braunschweig ; 0531 / 32734600 ; 0159 / 9227957 ; 0531 / 36367276 ; alyssa.herman@mail.xyz ; ja
102 ; Frau ; Dr. ; Doris ; Schmit ; 9.5.1989 ; Mersmannsstiege 93 ; 72810 ; Gomaringen ; 07072 / 50058289 ; 0169 / 8915849 ; 07072 / 63522426 ; doris.schmit@mail.xyz ; ja
103 ; Herr ; Dr. ; Harald ; Siekmann ; 24.4.1978 ; Weserstr. 124 ; 86830 ; Schwabmünchen ; 08232 / 3000868 ; 0177 / 9434319 ; 08232 / 22827706 ; h.siekmann@mail.xyz ; ja
104 ; Frau ; Dr. ; Miriam ; Schäfer ; 4.9.1920 ; Kochwiesenstr. 52 ; 53819 ; Neunkirchen-Seelscheid ; 02247 / 57741498 ; 0177 / 5581418 ; 02247 / 78570682 ; miriam.schaefer@mail.xyz ; ja
105 ; Herr ; Dr. ; Matis ; Bell ; 27.10.1940 ; Mierendorffstr. 45 ; 82296 ; Schöngeising ; 08141 / 35072289 ; 0155 / 6171078 ; 08141 / 31464528 ; m.bell@mail.xyz ; ja
106 ; Frau ; Dr. ; Renate ; Fendt ; 14.7.1993 ; Mindener Str. 64 ; 94264 ; Langdorf ; 09921 / 64650208 ; 0176 / 8940553 ; 09921 / 19715283 ; renate.fendt@mail.xyz ; ja
107 ; Herr ; Dr. ; John ; Tolksdorf ; 3.3.1925 ; Am Brook 154 ; 24235 ; Laboe ; 04343 / 62243486 ; 0154 / 4431212 ; 04343 / 90338352 ; john.tolksdorf@mail.xyz ; ja
108 ; Herr ; Prof. ; Ullrich ; Laufer ; 25.12.1946 ; Simon-Meister-Str. 46 ; 06502 ; Neinstedt ; 03947 / 57651165 ; 0173 / 4213767 ; 03947 / 83677911 ; ullrich.laufer@mail.xyz ; ja
109 ; Frau ; Dr. ; Anabel ; Schilf ; 2.5.1936 ; Kochwiesenstr. 35 ; 44623 ; Herne ; 02323 / 86710773 ; 0167 / 7379203 ; 02323 / 82784463 ; a.schilf@mail.xyz ; ja
110 ; Herr ; Prof. ; Carsten ; Assmann ; 13.7.1959 ; Neißestr. 17 ; 54570 ; Mürlenbach ; 06591 / 64520300 ; 0165 / 4121714 ; 06591 / 69333917 ; carsten.assmann@mail.xyz ; ja
111 ; Herr ; Dr. ; Piet ; Wiesner ; 10.1.1967 ; Dachsleite 184 ; 55457 ; Gensingen ; 06727 / 67472915 ; 0157 / 5642921 ; 06727 / 25924814 ; p.wiesner@mail.xyz ; ja
112 ; Frau ; Dr. ; Frida ; Dick ; 20.8.1949 ; Hindenburgplatz 81 ; 17192 ; Waren ; 03991 / 10486992 ; 0155 / 5815401 ; 03991 / 98773102 ; f.dick@mail.xyz ; ja
113 ; Herr ; Dr. ; Olaf ; Schweer ; 21.12.1978 ; Düesbergweg 105 ; 24229 ; Strande ; 04349 / 86014784 ; 0166 / 3089915 ; 04349 / 54932320 ; olaf.schweer@mail.xyz ; ja
114 ; Herr ; Dr. ; Quentin ; Busche ; 20.9.1989 ; Görlitzer Str. 134 ; 56316 ; Raubach ; 02684 / 26300889 ; 0160 / 6680372 ; 02684 / 33442818 ; q.busche@mail.xyz ; ja
115 ; Herr ; Dr. ; Jürgen ; Kruse ; 13.6.1923 ; Am Nubbenberg 136 ; 52399 ; Merzenich ; 02421 / 58401199 ; 0177 / 5566000 ; 02421 / 11129688 ; j.kruse@mail.xyz ; ja
116 ; Herr ; Prof. ; Kevin ; Ingram ; 10.4.1985 ; Nerzweg 135 ; 65582 ; Diez ; 06432 / 43018682 ; 0177 / 7671950 ; 06432 / 27098117 ; k.ingram@mail.xyz ; ja
117 ; Herr ; Dr. ; Ullrich ; Spahn ; 19.1.1945 ; Goebenstr. 64a ; 26122 ; Oldenburg ; 0441 / 58242850 ; 0156 / 3539525 ; 0441 / 23016404 ; u.spahn@mail.xyz ; ja
