Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
85 ; Herr ; Prof. ; Holger ; Sander ; 7.6.1998 ; Meesenstiege 177 ; 72361 ; Hausen am Tann ; 07436 / 79869270 ; 0158 / 9194747 ; 07436 / 94331694 ; h.sander@mail.xyz ; ja
86 ; Frau ; Dr. ; Angela ; Baran ; 25.6.1958 ; Albachtener Str. 175 ; 56332 ; Brodenbach ; 02607 / 64572598 ; 0150 / 7692943 ; 02607 / 44195281 ; a.baran@mail.xyz ; ja
87 ; Herr ; Prof. ; Viktor ; Sanchez ; 20.5.1924 ; Parkallee 200 ; 97488 ; Stadtlauringen ; 09724 / 15377739 ; 0156 / 1914947 ; 09724 / 20776418 ; viktor.sanchez@mail.xyz ; ja
88 ; Frau ; Dr. ; Rike ; Reid ; 9.6.1989 ; Bernhard-Poether-Str. 151 ; 67821 ; Alsenz ; 06362 / 99041333 ; 0155 / 7844390 ; 06362 / 5900648 ; rike.reid@mail.xyz ; ja
89 ; Herr ; Dr. ; Tobias ; Biedermann ; 13.4.1925 ; Kösliner Str. 70 ; 22929 ; Rausdorf ; 04154 / 69545500 ; 0172 / 5512743 ; 04154 / 76815258 ; tobias.biedermann@mail.xyz ; ja
90 ; Frau ; Dr. ; Ingrid ; Hirt ; 14.2.1968 ; Meesenstiege 61 ; 89150 ; Laichingen ; 07333 / 76552613 ; 0173 / 8275093 ; 07333 / 46064717 ; i.hirt@mail.xyz ; ja
91 ; Herr ; Dr. ; Gert ; Bastian ; 11.4.1957 ; Marientalstr. 127a ; 25885 ; Oster-Ohrstedt ; 04847 / 52278025 ; 0179 / 2405509 ; 04847 / 99830166 ; g.bastian@mail.xyz ; ja
92 ; Herr ; Prof. ; Rudolf ; Knauer ; 13.2.1930 ; Goebenstr. 102 ; 97836 ; Bischbrunn ; 09394 / 80034829 ; 0171 / 4557331 ; 09394 / 17167208 ; r.knauer@mail.xyz ; ja
93 ; Frau ; Dr. ; Marion ; Kieme ; 10.9.1984 ; Äußere Kanalstr. 7 ; 55278 ; Ludwigshöhe ; 06249 / 74650889 ; 0179 / 6444131 ; 06249 / 40514633 ; marion.kieme@mail.xyz ; ja
94 ; Frau ; Prof. ; Sara ; Uhrig ; 10.8.1945 ; Heisstr. 56 ; 74599 ; Wallhausen ; 07955 / 64746352 ; 0170 / 4444458 ; 07955 / 79296413 ; s.uhrig@mail.xyz ; ja
95 ; Frau ; Dr. ; Marie ; Lamb ; 13.2.1958 ; Cheruskerstr. 120 ; 84051 ; Essenbach ; 08703 / 32966312 ; 0170 / 7279317 ; 08703 / 36967739 ; m.lamb@mail.xyz ; ja
96 ; Frau ; Prof. ; Ulrike ; Hecht ; 6.5.1953 ; Friedrichstr. 136 ; 34320 ; Söhrewald ; 05608 / 2834817 ; 0179 / 8505032 ; 05608 / 60321779 ; ulrike.hecht@mail.xyz ; ja
97 ; Frau ; Prof. ; Ulrike ; Breu ; 13.12.1975 ; Dreizehnerstr. 77 ; 51399 ; Burscheid ; 02174 / 49061034 ; 0167 / 7338986 ; 02174 / 85207239 ; ulrike.breu@mail.xyz ; ja
98 ; Herr ; Dr. ; Lennard ; Marquard ; 19.3.1948 ; Franz-Peter-Kürten-Weg 78 ; 30177 ; Hannover ; 0511 / 53324305 ; 0173 / 6412713 ; 0511 / 11124100 ; l.marquard@mail.xyz ; ja
99 ; Frau ; Prof. ; Alexa ; Dreyer ; 23.3.1992 ; Raesfeldstr. 76 ; 76593 ; Gernsbach ; 07224 / 72389164 ; 0161 / 8109415 ; 07224 / 64015863 ; a.dreyer@mail.xyz ; ja
100 ; Frau ; Dr. ; Käte ; Hines ; 15.10.1935 ; Sporckweg 122 ; 49413 ; Dinklage ; 04443 / 19900423 ; 0168 / 4328862 ; 04443 / 48697911 ; k.hines@mail.xyz ; ja
101 ; Herr ; Dr. ; Nik ; Kirchhoff ; 13.3.1964 ; Buldernweg 61 ; 73431 ; Aalen ; 07361 / 34242270 ; 0163 / 6344433 ; 07361 / 32137545 ; n.kirchhoff@mail.xyz ; ja
102 ; Herr ; Dr. ; Tore ; Fields ; 15.5.1959 ; Landoisstr. 39 ; 66500 ; Hornbach ; 06338 / 70758777 ; 0175 / 8864711 ; 06338 / 13553950 ; t.fields@mail.xyz ; ja
103 ; Herr ; Prof. ; Steven ; Kapp ; 18.11.1998 ; Kurze Str. 52 ; 38259 ; Salzgitter ; 05341 / 66808363 ; 0156 / 1471871 ; 05341 / 18168436 ; s.kapp@mail.xyz ; ja
104 ; Herr ; Dr. ; Julius ; Sauter ; 20.12.1957 ; Breul 21 ; 74582 ; Gerabronn ; 07952 / 93195619 ; 0163 / 8929452 ; 07952 / 52470250 ; julius.sauter@mail.xyz ; ja
105 ; Herr ; Dr. ; Alex ; Paul ; 1.4.1941 ; Am Ziegelofen 171 ; 96123 ; Melkendorf ; 09505 / 21194760 ; 0172 / 7259225 ; 09505 / 28718435 ; alex.paul@mail.xyz ; ja
106 ; Herr ; Dr. ; Phil ; Engelhard ; 6.8.1933 ; Memmertweg 129 ; 55234 ; Dintesheim ; 06731 / 14988547 ; 0178 / 7882135 ; 06731 / 53845199 ; phil.engelhard@mail.xyz ; ja
107 ; Herr ; Dr. ; Ullrich ; Eberl ; 6.9.1936 ; Friedrich-Ebert-Str. 125 ; 55546 ; Hackenheim ; 0671 / 61603972 ; 0169 / 8309867 ; 0671 / 4467661 ; u.eberl@mail.xyz ; ja
108 ; Herr ; Dr. ; Jeremie ; Salazar ; 14.2.1973 ; Am Dornbusch 156 ; 18528 ; Zirkow ; 03838 / 95852607 ; 0173 / 3130958 ; 03838 / 92226446 ; jeremie.salazar@mail.xyz ; ja
109 ; Herr ; Prof. ; Miguel ; Exner ; 5.11.1935 ; Hülsebrockstr. 120 ; 10243 ; Berlin ; 030 / 4284029 ; 0151 / 3637031 ; 030 / 78515225 ; m.exner@mail.xyz ; ja
110 ; Herr ; Dr. ; Luka ; Gottwald ; 15.2.1983 ; Am Nubbenberg 194 ; 55585 ; Duchroth ; 06708 / 57097460 ; 0169 / 4540679 ; 06708 / 70650890 ; l.gottwald@mail.xyz ; ja
111 ; Frau ; Dr. ; Beate ; Ulrich ; 16.3.1922 ; Rohrkampstr. 166 ; 27254 ; Siedenburg ; 04272 / 41453334 ; 0169 / 7091328 ; 04272 / 33715164 ; b.ulrich@mail.xyz ; ja
112 ; Herr ; Dr. ; Wilfried ; Adkins ; 19.10.1977 ; Kanalstr. 71 ; 86866 ; Mickhausen ; 08204 / 21616596 ; 0155 / 6018688 ; 08204 / 6954639 ; wilfried.adkins@mail.xyz ; ja
113 ; Frau ; Dr. ; Inga ; Waldhaus ; 11.11.1930 ; Am Brook 38 ; 17166 ; Hohen Demzin ; 03996 / 66822899 ; 0177 / 1050891 ; 03996 / 96341571 ; inga.waldhaus@mail.xyz ; ja
114 ; Frau ; Dr. ; Janine ; Boss ; 17.7.1935 ; Florentine-Eichler-Str. 121 ; 32832 ; Augustdorf ; 05237 / 61313915 ; 0175 / 5659160 ; 05237 / 15957728 ; j.boss@mail.xyz ; ja
115 ; Frau ; Dr. ; Svea ; Rodriquez ; 9.12.1994 ; Goebenstr. 93 ; 42281 ; Wuppertal ; 0202 / 23315239 ; 0160 / 4111843 ; 0202 / 53699189 ; s.rodriquez@mail.xyz ; ja
116 ; Frau ; Prof. ; Swenja ; Moll ; 8.10.1926 ; Teutonenstr. 194 ; 46354 ; Südlohn ; 02862 / 90158951 ; 0170 / 3508055 ; 02862 / 78697382 ; s.moll@mail.xyz ; ja
117 ; Frau ; Dr. ; Stina ; Oswald ; 2.7.1929 ; Meckmannweg 152 ; 55494 ; Rheinböllen ; 06764 / 23651035 ; 0162 / 6879673 ; 06764 / 28874381 ; s.oswald@mail.xyz ; ja
