Nr. ; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  EMail ;  Newsletter
32 ; Herr ; Dr. ; Bernd ; Kim ; 7.10.1945 ; Röttgensweg 141 ; 61279 ; Grävenwiesbach ; 06086 / 31736793 ; 0174 / 2573988 ; 06086 / 42829117 ; bernd.kim@mail.xyz ; ja
33 ; Herr ; Dr. ; Jürgen ; Waten ; 23.12.1943 ; Am Berler Kamp 116 ; 94250 ; Achslach ; 09929 / 6217235 ; 0164 / 9344706 ; 09929 / 532826 ; juergen.waten@mail.xyz ; ja
34 ; Herr ; Dr. ; Timon ; Sigmund ; 11.9.1969 ; Manfred-von-Richthofen-Str. 194 ; 92421 ; Schwandorf ; 09431 / 20873126 ; 0165 / 2224112 ; 09431 / 43939806 ; timon.sigmund@mail.xyz ; ja
35 ; Frau ; Dr. ; Hildegard ; Reisch ; 24.8.1970 ; Heroldstr. 79 ; 54413 ; Beuren ; 06503 / 10717743 ; 0159 / 3660540 ; 06503 / 55725252 ; hildegard.reisch@mail.xyz ; ja
36 ; Frau ; Dr. ; Jasmin ; Gering ; 9.3.1999 ; Kapellenstr. 60 ; 37696 ; Marienmünster ; 05276 / 83224291 ; 0162 / 8808245 ; 05276 / 80722064 ; j.gering@mail.xyz ; ja
37 ; Herr ; Prof. ; Luc ; Marquart ; 27.11.1927 ; Mindener Str. 191 ; 53347 ; Alfter ; 0228 / 45509151 ; 0158 / 8581249 ; 0228 / 79277055 ; luc.marquart@mail.xyz ; ja
38 ; Herr ; Dr. ; Jonas ; Oberle ; 18.8.1975 ; Franz-Peter-Kürten-Weg 91 ; 19073 ; Klein Rogahn ; 03869 / 41049140 ; 0157 / 6354286 ; 03869 / 73821416 ; j.oberle@mail.xyz ; ja
39 ; Frau ; Dr. ; Carina ; Walther ; 11.9.1937 ; Im Sonnentau 40 ; 55776 ; Hahnweiler ; 06783 / 94384092 ; 0171 / 5487281 ; 06783 / 53718350 ; carina.walther@mail.xyz ; ja
40 ; Herr ; Dr. ; Nils ; Stevenson ; 10.10.1961 ; Offerkämpe 108 ; 25873 ; Oldersbek ; 04848 / 92582442 ; 0170 / 3451356 ; 04848 / 36542644 ; n.stevenson@mail.xyz ; ja
41 ; Frau ; Prof. ; Kimberley ; Braun ; 12.10.1926 ; Kempener Str. 110 ; 27628 ; Wulsbüttel ; 04746 / 42255596 ; 0166 / 9315415 ; 04746 / 58640779 ; kimberley.braun@mail.xyz ; ja
42 ; Herr ; Prof. ; Juri ; Pfister ; 28.1.1936 ; Wörthstr. 85 ; 92693 ; Eslarn ; 09653 / 50501553 ; 0162 / 7876467 ; 09653 / 59062518 ; j.pfister@mail.xyz ; ja
43 ; Herr ; Dr. ; Dominik ; Dieckmann ; 2.3.1951 ; Theodor-Heuss-Ring 84 ; 06727 ; Theißen ; 03441 / 89055218 ; 0154 / 7548730 ; 03441 / 57526929 ; d.dieckmann@mail.xyz ; ja
44 ; Frau ; Dr. ; Petra ; Bastian ; 23.9.1949 ; Catharina-Müller-Str. 5 ; 75175 ; Pforzheim ; 07231 / 38805014 ; 0170 / 7774304 ; 07231 / 83110668 ; p.bastian@mail.xyz ; ja
45 ; Frau ; Dr. ; Melina ; Lindemann ; 27.8.1940 ; Birkenweg 117 ; 21516 ; Müssen ; 04155 / 71246248 ; 0162 / 6482951 ; 04155 / 16190475 ; m.lindemann@mail.xyz ; ja
46 ; Herr ; Dr. ; Jeremy ; Gerhards ; 21.1.1983 ; Scheibenstr. 185 ; 25855 ; Haselund ; 04843 / 86750616 ; 0174 / 7095106 ; 04843 / 27340969 ; jeremy.gerhards@mail.xyz ; ja
47 ; Frau ; Dr. ; Felicitas ; Michels ; 18.5.1994 ; Angelstr. 105 ; 25840 ; Friedrichstadt an der Eider ; 04881 / 10220360 ; 0173 / 4074154 ; 04881 / 33088277 ; f.michels@mail.xyz ; ja
48 ; Herr ; Dr. ; René ; Hahn ; 11.11.1923 ; Oscar-Wilde-Str. 112 ; 25870 ; Norderfriedrichskoog ; 04864 / 88541288 ; 0165 / 8195647 ; 04864 / 32158366 ; rene.hahn@mail.xyz ; ja
49 ; Frau ; Dr. ; Yvonne ; Eckstein ; 28.11.1920 ; Hermann-Treff-Weg 124 ; 56729 ; Acht ; 02656 / 73851716 ; 0168 / 5582849 ; 02656 / 38551995 ; yvonne.eckstein@mail.xyz ; ja
50 ; Herr ; Dr. ; Jörn ; Osborne ; 16.8.1988 ; Wiedehagen 21 ; 74426 ; Bühlerzell ; 07974 / 13106476 ; 0177 / 7325574 ; 07974 / 82603135 ; joern.osborne@mail.xyz ; ja
51 ; Frau ; Dr. ; Janina ; Sims ; 5.7.1965 ; Telgenweg 159 ; 76307 ; Karlsbad ; 07202 / 77125295 ; 0158 / 9691165 ; 07202 / 34889852 ; janina.sims@mail.xyz ; ja
52 ; Frau ; Dr. ; Laila ; Schramm ; 18.8.1925 ; Klinkkampweg 126 ; 13437 ; Wittenau ; 030 / 19382427 ; 0177 / 6421220 ; 030 / 91924917 ; l.schramm@mail.xyz ; ja
53 ; Frau ; Dr. ; Angelina ; Meyer ; 12.6.1943 ; Jägerstr. A 28 ; 45896 ; Gelsenkirchen ; 0209 / 90094520 ; 0151 / 9295280 ; 0209 / 11872796 ; angelina.meyer@mail.xyz ; ja
54 ; Herr ; Dr. ; Bernhard ; Jänicke ; 26.6.1978 ; Kösliner Str. 68 ; 09430 ; Drebach ; 03725 / 16316313 ; 0153 / 4766153 ; 03725 / 24764360 ; bernhard.jaenicke@mail.xyz ; ja
55 ; Herr ; Dr. ; Kian ; Germann ; 15.7.1989 ; Gildenstr. 97 ; 56294 ; Gierschnach ; 02654 / 526856 ; 0163 / 8605726 ; 02654 / 70320764 ; k.germann@mail.xyz ; ja
56 ; Herr ; Dr. ; Silas ; Waibel ; 3.7.1955 ; Hensenstr. 27 ; 38559 ; Wagenhoff ; 05376 / 4713815 ; 0162 / 9169033 ; 05376 / 67225250 ; silas.waibel@mail.xyz ; ja
57 ; Herr ; Prof. ; Benedikt ; Warnke ; 9.4.1968 ; Röttgensweg 153 ; 97840 ; Hafenlohr ; 09391 / 6432380 ; 0150 / 8228596 ; 09391 / 73486944 ; b.warnke@mail.xyz ; ja
58 ; Herr ; Prof. ; Helmut ; Sinn ; 22.4.2000 ; Geiststr. 158 ; 17440 ; Sauzin ; 03836 / 90295159 ; 0169 / 6240763 ; 03836 / 3699227 ; h.sinn@mail.xyz ; ja
59 ; Herr ; Dr. ; Magnus ; Daub ; 14.5.1961 ; Ostlandstr. 33 ; 87679 ; Westendorf ; 08344 / 27379381 ; 0170 / 5731325 ; 08344 / 37087741 ; magnus.daub@mail.xyz ; ja
60 ; Frau ; Dr. ; Nina ; Müller ; 23.11.1929 ; Idenbrockplatz 55 ; 93092 ; Barbing ; 09401 / 19443265 ; 0179 / 2044395 ; 09401 / 62156198 ; nina.mueller@mail.xyz ; ja
61 ; Frau ; Dr. ; Marlene ; Bachmann ; 25.3.1948 ; Berrischstr. 29 ; 71272 ; Renningen ; 07159 / 614494 ; 0151 / 4377379 ; 07159 / 7488011 ; marlene.bachmann@mail.xyz ; ja
62 ; Frau ; Dr. ; Marieke ; Alvarado ; 6.6.1938 ; Liboristr. 28 ; 85635 ; Höhenkirchen-Siegertsbrunn ; 08102 / 5347259 ; 0164 / 9213106 ; 08102 / 71847901 ; m.alvarado@mail.xyz ; ja
63 ; Frau ; Prof. ; Hildegard ; Junge ; 7.2.1976 ; Kappenberger Damm 150 ; 57520 ; Molzhain ; 02747 / 92802660 ; 0170 / 1857168 ; 02747 / 42684377 ; h.junge@mail.xyz ; ja
64 ; Frau ; Dr. ; Kirsten ; Juergens ; 27.5.1990 ; Südstr. 98 ; 61381 ; Seulberg ; 06172 / 62953760 ; 0172 / 8853974 ; 06172 / 28720873 ; kirsten.juergens@mail.xyz ; ja
65 ; Herr ; Dr. ; Walter ; Hirth ; 6.9.1962 ; Am Burloh 152 ; 08062 ; Zwickau ; 0375 / 78715052 ; 0176 / 4066007 ; 0375 / 25873609 ; w.hirth@mail.xyz ; ja
66 ; Herr ; Dr. ; Sven ; Steele ; 27.3.1954 ; Rinkerodeweg 163 ; 71083 ; Herrenberg ; 07032 / 3180852 ; 0151 / 7871982 ; 07032 / 93722732 ; s.steele@mail.xyz ; ja
67 ; Frau ; Dr. ; Charlotte ; Reinartz ; 18.3.1928 ; Telemannstr. 45 ; 25499 ; Tangstedt ; 04101 / 26202451 ; 0156 / 1493545 ; 04101 / 30156566 ; charlotte.reinartz@mail.xyz ; ja
68 ; Frau ; Dr. ; Lena ; Stephens ; 9.5.1982 ; Florentine-Eichler-Str. 64 ; 71566 ; Althütte ; 07183 / 44803211 ; 0170 / 8726654 ; 07183 / 533469 ; lena.stephens@mail.xyz ; ja
69 ; Herr ; Dr. ; Lars ; Manske ; 8.6.1991 ; Hüfferstr. 60 ; 94234 ; Viechtach ; 09942 / 45186197 ; 0177 / 3678371 ; 09942 / 49589388 ; l.manske@mail.xyz ; ja
70 ; Herr ; Dr. ; Steven ; Collier ; 13.5.1921 ; Wiedehagen 200 ; 57632 ; Kescheid ; 02685 / 34340715 ; 0163 / 6909782 ; 02685 / 60264749 ; steven.collier@mail.xyz ; ja
71 ; Frau ; Dr. ; Fenja ; Bode ; 6.7.1973 ; Sentmaringer Weg 120 ; 53175 ; Bonn ; 0228 / 88045377 ; 0164 / 8832806 ; 0228 / 30627439 ; f.bode@mail.xyz ; ja
72 ; Herr ; Prof. ; Tore ; Mahr ; 15.7.1923 ; Theodor-Heuss-Ring 194 ; 35096 ; Weimar ; 06421 / 83964405 ; 0171 / 4840415 ; 06421 / 52649800 ; t.mahr@mail.xyz ; ja
73 ; Herr ; Dr. ; Marvin ; Eberle ; 7.3.1995 ; Lammerbach 158 ; 72664 ; Kohlberg ; 07025 / 80657208 ; 0166 / 7023568 ; 07025 / 13924987 ; marvin.eberle@mail.xyz ; ja
74 ; Herr ; Dr. ; Finn ; Willis ; 17.9.1997 ; Widdeshover Weg 111 ; 50171 ; Kerpen ; 02237 / 15076929 ; 0155 / 3925119 ; 02237 / 90016900 ; finn.willis@mail.xyz ; ja
75 ; Frau ; Dr. ; Caja ; Färber ; 18.11.1990 ; Piusallee 40 ; 29378 ; Wittingen ; 05831 / 33169635 ; 0171 / 8273304 ; 05831 / 78515047 ; c.faerber@mail.xyz ; ja
76 ; Herr ; Dr. ; Frederik ; Spur ; 18.8.1924 ; Pötterhoek 69 ; 37434 ; Bodensee ; 05528 / 77135557 ; 0165 / 5111359 ; 05528 / 1036645 ; f.spur@mail.xyz ; ja
77 ; Herr ; Dr. ; Jürgen ; Bryant ; 7.3.1964 ; Erpeler Str. 180 ; 92355 ; Velburg ; 09182 / 50443934 ; 0155 / 6799789 ; 09182 / 88561919 ; j.bryant@mail.xyz ; ja
78 ; Herr ; Dr. ; Maximilian ; Hilmer ; 6.9.1952 ; Meinertzstr. 176 ; 24321 ; Lütjenburg ; 04381 / 33167602 ; 0162 / 4647186 ; 04381 / 91301163 ; maximilian.hilmer@mail.xyz ; ja
79 ; Frau ; Dr. ; Sabrina ; Vaupel ; 21.2.1987 ; Kapellenstr. 172 ; 91790 ; Raitenbuch ; 09147 / 22752660 ; 0176 / 3555872 ; 09147 / 28354830 ; s.vaupel@mail.xyz ; ja
80 ; Herr ; Dr. ; Lennox ; Edwards ; 13.3.1960 ; Schützenstr. 139 ; 26529 ; Wirdum ; 04920 / 14229456 ; 0156 / 6352456 ; 04920 / 71137660 ; lennox.edwards@mail.xyz ; ja
81 ; Herr ; Dr. ; Pascal ; Haid ; 2.2.1972 ; Guntherstr. 117 ; 92724 ; Trabitz ; 09644 / 14397613 ; 0153 / 1972602 ; 09644 / 35736508 ; p.haid@mail.xyz ; ja
82 ; Herr ; Prof. ; Hans ; Junge ; 9.1.1944 ; Willingrott 40 ; 29416 ; Chüden ; 03901 / 9290241 ; 0167 / 3920249 ; 03901 / 63161724 ; h.junge@mail.xyz ; ja
83 ; Herr ; Dr. ; Hartmut ; Hillebrandt ; 27.11.1983 ; Frauenstr. 146 ; 57078 ; Siegen ; 0271 / 26357464 ; 0177 / 2378501 ; 0271 / 16711923 ; h.hillebrandt@mail.xyz ; ja
84 ; Frau ; Dr. ; Janne ; Siefert ; 19.2.1965 ; Kriegerweg 98 ; 74366 ; Kirchheim am Neckar ; 07143 / 62077675 ; 0175 / 7480433 ; 07143 / 36507564 ; j.siefert@mail.xyz ; ja
85 ; Herr ; Dr. ; Gerhard ; Kress ; 12.3.1961 ; Piusallee 38 ; 99718 ; Wasserthaleben ; 03636 / 61059759 ; 0174 / 3131323 ; 03636 / 11899467 ; gerhard.kress@mail.xyz ; ja
86 ; Herr ; Dr. ; Walther ; Siemer ; 12.2.1935 ; Am Hörsterfriedhof 13 ; 24118 ; Kiel ; 0431 / 71739737 ; 0167 / 9134224 ; 0431 / 23975294 ; walther.siemer@mail.xyz ; ja
87 ; Herr ; Dr. ; Marcel ; West ; 8.10.1984 ; Morthorststr. 32 ; 84106 ; Volkenschwand ; 08754 / 38412673 ; 0154 / 6646271 ; 08754 / 7624098 ; marcel.west@mail.xyz ; ja
88 ; Herr ; Dr. ; Karsten ; Padilla ; 2.11.1993 ; Landoisstr. 68a ; 85095 ; Denkendorf ; 08466 / 61867739 ; 0160 / 9677000 ; 08466 / 99019516 ; k.padilla@mail.xyz ; ja
89 ; Frau ; Dr. ; Martha ; Baier ; 25.3.1937 ; Im Sonnentau 1 ; 67822 ; Waldgrehweiler ; 06362 / 44789801 ; 0162 / 4586167 ; 06362 / 9337282 ; m.baier@mail.xyz ; ja
90 ; Frau ; Prof. ; Lyn ; Tran ; 22.8.1982 ; Schubertstr. 183 ; 56379 ; Horhausen ; 06432 / 3326295 ; 0172 / 3996240 ; 06432 / 92670242 ; lyn.tran@mail.xyz ; ja
91 ; Frau ; Dr. ; Melina ; Brand ; 18.8.1944 ; Wolbecker Str. 21 ; 95349 ; Thurnau ; 09228 / 73419807 ; 0172 / 4924192 ; 09228 / 85946286 ; m.brand@mail.xyz ; ja
92 ; Frau ; Prof. ; Rebekka ; Buse ; 3.10.1990 ; Neißestr. 61 ; 64754 ; Eberbach ; 06271 / 4195726 ; 0166 / 1853859 ; 06271 / 69738184 ; r.buse@mail.xyz ; ja
93 ; Herr ; Dr. ; Mike ; Hellmann ; 12.12.1982 ; Hansaring 133 ; 54523 ; Dierscheid ; 06508 / 18883211 ; 0151 / 4606846 ; 06508 / 7151774 ; mike.hellmann@mail.xyz ; ja
94 ; Herr ; Prof. ; Jonathan ; Trapp ; 24.8.1987 ; Mondstr. 11 ; 13505 ; Konradshöhe ; 030 / 25081477 ; 0152 / 3225718 ; 030 / 36244756 ; jonathan.trapp@mail.xyz ; ja
95 ; Herr ; Prof. ; Laurenz ; Girard ; 22.11.1974 ; Stolbergstr. 117 ; 71069 ; Sindelfingen ; 07031 / 47744484 ; 0178 / 2817152 ; 07031 / 3546324 ; laurenz.girard@mail.xyz ; ja
96 ; Frau ; Dr. ; Madeleine ; Schmidt ; 5.12.1953 ; Mersmannsstiege 97 ; 25832 ; Tönning ; 04861 / 4055273 ; 0167 / 4411492 ; 04861 / 3582335 ; madeleine.schmidt@mail.xyz ; ja
97 ; Herr ; Dr. ; Bennet ; Raddatz ; 22.8.1954 ; Teutonenstr. 124 ; 73663 ; Berglen ; 07195 / 841355 ; 0174 / 8723478 ; 07195 / 6266498 ; b.raddatz@mail.xyz ; ja
98 ; Herr ; Prof. ; Mika ; Bastian ; 2.9.1998 ; Soester Str. 161 ; 72175 ; Dornhan ; 07455 / 80156441 ; 0167 / 7608932 ; 07455 / 79796871 ; mika.bastian@mail.xyz ; ja
99 ; Frau ; Dr. ; Emma ; Möser ; 11.9.1975 ; Sophienstr. 138 ; 97514 ; Oberaurach ; 09529 / 66863660 ; 0179 / 2095726 ; 09529 / 42005345 ; e.moeser@mail.xyz ; ja
100 ; Herr ; Prof. ; Walter ; Klinger ; 21.7.1931 ; Mierendorffstr. 126 ; 55546 ; Biebelsheim ; 06701 / 7394285 ; 0153 / 9743528 ; 06701 / 44855649 ; walter.klinger@mail.xyz ; ja
101 ; Frau ; Dr. ; Isabell ; Schrader ; 18.3.1956 ; Am Blütenhain 78 ; 87527 ; Sonthofen ; 08321 / 22864003 ; 0168 / 5621539 ; 08321 / 75563915 ; isabell.schrader@mail.xyz ; ja
102 ; Herr ; Prof. ; Rasmus ; Scheer ; 15.10.1999 ; Ölbergstr. 55 ; 55758 ; Schmidthachenbach ; 06785 / 22820128 ; 0153 / 4649899 ; 06785 / 33353218 ; r.scheer@mail.xyz ; ja
103 ; Frau ; Dr. ; Lucia ; Schober ; 11.10.1926 ; Franz-Peter-Kürten-Weg 61 ; 64753 ; Brombachtal ; 06063 / 97291545 ; 0164 / 9579154 ; 06063 / 52444604 ; lucia.schober@mail.xyz ; ja
104 ; Herr ; Dr. ; Andre ; Yildiz ; 1.11.1982 ; Frauenstr. 163 ; 24211 ; Pohnsdorf ; 04342 / 43983456 ; 0178 / 5372844 ; 04342 / 35192220 ; andre.yildiz@mail.xyz ; ja
105 ; Frau ; Prof. ; Marlene ; Friedrichs ; 27.11.1952 ; Rinscheweg 152 ; 21710 ; Engelschoff ; 04144 / 10852525 ; 0174 / 5254166 ; 04144 / 93979294 ; marlene.friedrichs@mail.xyz ; ja
106 ; Herr ; Dr. ; Detlev ; Love ; 16.12.1952 ; Kappenberger Damm 177 ; 96479 ; Weitramsdorf ; 09561 / 21223205 ; 0155 / 5965699 ; 09561 / 16333981 ; d.love@mail.xyz ; ja
107 ; Frau ; Prof. ; Chantall ; Klotz ; 25.10.1982 ; Vorgebirgstr. 17 ; 25591 ; Ottenbüttel ; 04893 / 84734664 ; 0167 / 2336167 ; 04893 / 19382887 ; chantall.klotz@mail.xyz ; ja
108 ; Frau ; Dr. ; Chiara ; Junker ; 3.1.1939 ; Münzstr. 170 ; 76865 ; Rohrbach ; 07276 / 35124644 ; 0156 / 4032238 ; 07276 / 22168574 ; c.junker@mail.xyz ; ja
109 ; Frau ; Dr. ; Celina ; Wille ; 21.3.1956 ; Oberschlesier Str. 167 ; 26844 ; Jemgum ; 04958 / 46679935 ; 0156 / 3063415 ; 04958 / 83099344 ; c.wille@mail.xyz ; ja
110 ; Frau ; Dr. ; Monika ; Schilf ; 22.3.1975 ; An den Weiden 137 ; 91735 ; Muhr am See ; 09831 / 16628231 ; 0175 / 8583973 ; 09831 / 13253903 ; monika.schilf@mail.xyz ; ja
111 ; Herr ; Dr. ; Tristan ; Schumann ; 7.4.1971 ; Nienkamp 132 ; 33378 ; Rheda-Wiedenbrück ; 05242 / 55123528 ; 0153 / 1215218 ; 05242 / 38134955 ; t.schumann@mail.xyz ; ja
112 ; Herr ; Dr. ; Klemens ; Bacher ; 14.7.1978 ; Straßburger Weg 49 ; 24223 ; Raisdorf ; 04307 / 7883145 ; 0178 / 1288309 ; 04307 / 11614176 ; klemens.bacher@mail.xyz ; ja
113 ; Herr ; Dr. ; Moritz ; Peschel ; 18.10.1981 ; Steinfurter Str. 32 ; 54636 ; Hüttingen an der Kyll ; 06561 / 80735374 ; 0175 / 8621882 ; 06561 / 5665498 ; moritz.peschel@mail.xyz ; ja
114 ; Frau ; Dr. ; Gabriele ; Dürr ; 23.10.1989 ; Am Hörsterfriedhof 45 ; 76887 ; Oberhausen ; 06343 / 14717392 ; 0171 / 4629270 ; 06343 / 50251006 ; g.duerr@mail.xyz ; ja
115 ; Frau ; Prof. ; Jule ; Carl ; 1.8.1974 ; Hensenstr. 144 ; 25797 ; Büttlerdeich ; 04839 / 655849 ; 0158 / 4136780 ; 04839 / 21219624 ; jule.carl@mail.xyz ; ja
116 ; Frau ; Prof. ; Ute ; Sparks ; 13.4.1964 ; Augustastr. 121 ; 26135 ; Oldenburg ; 0441 / 96345260 ; 0166 / 1650413 ; 0441 / 53143670 ; ute.sparks@mail.xyz ; ja
117 ; Frau ; Prof. ; Diana ; Hausmann ; 11.9.1943 ; Telemannstr. 50 ; 33607 ; Bielefeld ; 0521 / 35035793 ; 0155 / 1287183 ; 0521 / 75709039 ; d.hausmann@mail.xyz ; ja
